"id","Direction","Platform","Response.RT","Scored","Encoding","List_Type","List_Type2"
"w1088462","F","USM",2947,100,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",2299,100,"JOL","Pure F","Pure F"
"10029912","F","USM",1653,100,"JOL","Pure F","Pure F"
"10089350","F","USM",2508,100,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",2826,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",2504,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",2276,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",4406,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",3557,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",1945,0,"JOL","Pure F","Pure F"
"w10045419","F","USM",3072,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",3372,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",1662,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",6054,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",2499,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",2536,0,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",2979,100,"JOL","Pure F","Pure F"
"10029912","F","USM",1691,0,"JOL","Pure F","Pure F"
"10089350","F","USM",2107,100,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",3982,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",4237,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",3930,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",7109,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",14342,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",4475,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",3003,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",5746,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",3275,0,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",2222,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",13259,100,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",2966,100,"JOL","Pure F","Pure F"
"10029912","F","USM",1492,100,"JOL","Pure F","Pure F"
"10089350","F","USM",2146,100,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",3923,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",2137,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",3269,0,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",4009,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",6941,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",1772,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",1977,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",10422,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",1491,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",2717,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",3532,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",2863,100,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",3166,100,"JOL","Pure F","Pure F"
"10029912","F","USM",1940,100,"JOL","Pure F","Pure F"
"10089350","F","USM",1779,100,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",2005,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",3659,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",3203,0,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",2634,0,"JOL","Pure F","Pure F"
"w10020568","F","USM",3330,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",1658,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",1511,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",5500,0,"JOL","Pure F","Pure F"
"w10066050","F","USM",2652,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",1640,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",1943,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",2350,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",2432,0,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",2445,100,"JOL","Pure F","Pure F"
"10029912","F","USM",2336,100,"JOL","Pure F","Pure F"
"10089350","F","USM",1806,100,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",2428,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",1678,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",2186,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",5275,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",4115,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",1249,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",1759,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",2775,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",6126,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",2316,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",3234,100,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",3782,100,"JOL","Pure F","Pure F"
"10029912","F","USM",1271,100,"JOL","Pure F","Pure F"
"10089350","F","USM",1956,100,"JOL","Pure F","Pure F"
"10089350","F","USM",1797,100,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",3545,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",3320,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",1640,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",3073,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",3681,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",2012,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",2465,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",3433,0,"JOL","Pure F","Pure F"
"w10067471","F","USM",1654,0,"JOL","Pure F","Pure F"
"w10067471","F","USM",1040,0,"JOL","Pure F","Pure F"
"w10085119","F","USM",6269,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",3715,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",6713,100,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",2593,100,"JOL","Pure F","Pure F"
"10029912","F","USM",3508,100,"JOL","Pure F","Pure F"
"10089350","F","USM",1733,0,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",4145,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",2759,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",4689,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",5933,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",3667,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",2874,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",4067,0,"JOL","Pure F","Pure F"
"w10066050","F","USM",5391,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",1596,0,"JOL","Pure F","Pure F"
"w10085119","F","USM",6074,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",2820,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",6732,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",5219,100,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",7213,100,"JOL","Pure F","Pure F"
"10029912","F","USM",1682,100,"JOL","Pure F","Pure F"
"10089350","F","USM",1555,100,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",2062,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",1705,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",1990,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",3708,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",5327,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",2794,0,"JOL","Pure F","Pure F"
"w10045419","F","USM",2190,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",1827,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",1475,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",5140,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",1945,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",2008,100,"JOL","Pure F","Pure F"
"10029912","F","USM",3486,100,"JOL","Pure F","Pure F"
"10089350","F","USM",2591,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",2132,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",3221,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",4028,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",3464,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",3774,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",7000,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",2316,0,"JOL","Pure F","Pure F"
"w10067471","F","USM",1768,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",4694,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",8428,0,"JOL","Pure F","Pure F"
"w1088462","F","USM",2910,100,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",2729,100,"JOL","Pure F","Pure F"
"10029912","F","USM",2135,100,"JOL","Pure F","Pure F"
"10089350","F","USM",2387,100,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",2611,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",2447,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",2455,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",4925,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",12285,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",3031,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",2166,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",3866,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",2027,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",2064,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",2897,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",6799,0,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",2777,100,"JOL","Pure F","Pure F"
"10029912","F","USM",1222,100,"JOL","Pure F","Pure F"
"10089350","F","USM",2187,0,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",2804,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",4569,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",2542,0,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",4353,100,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",3222,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",2847,100,"JOL","Pure F","Pure F"
"w10027545","F","USM",1618,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",3554,100,"JOL","Pure F","Pure F"
"w10066050","F","USM",2338,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",1802,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",11949,100,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",2178,100,"JOL","Pure F","Pure F"
"w1088462","F","USM",2998,100,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",21538,0,"JOL","Pure F","Pure F"
"10029912","F","USM",3960,0,"JOL","Pure F","Pure F"
"10089350","F","USM",1859,0,"JOL","Pure F","Pure F"
"5c2c0cd5da51990001e3d529","F","Prolific",3640,100,"JOL","Pure F","Pure F"
"5c92a94f5983f5001664fe08","F","Prolific",8689,100,"JOL","Pure F","Pure F"
"5ea028982ea3be038999bc1d","F","Prolific",2799,0,"JOL","Pure F","Pure F"
"5ed3d3a648653a06939fdaab","F","Prolific",6633,100,"JOL","Pure F","Pure F"
"w10020568","F","USM",5787,0,"JOL","Pure F","Pure F"
"w10027545","F","USM",2428,100,"JOL","Pure F","Pure F"
"w10045419","F","USM",16278,100,"JOL","Pure F","Pure F"
"w10067471","F","USM",2402,100,"JOL","Pure F","Pure F"
"w10085119","F","USM",4017,0,"JOL","Pure F","Pure F"
"w10104906_jam","F","USM",6322,0,"JOL","Pure F","Pure F"
"w1088462","F","USM",2653,0,"JOL","Pure F","Pure F"
"w972642_smu","F","USM",12899,0,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",1085,0,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1401,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",3968,0,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",4167,100,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",1407,100,"JOL","Pure F","Pure F"
"960005","F","USM",3023,100,"JOL","Pure F","Pure F"
"974457","F","USM",3411,0,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",7320,0,"JOL","Pure F","Pure F"
"w10011622","F","USM",7496,0,"JOL","Pure F","Pure F"
"w10031665","F","USM",3693,0,"JOL","Pure F","Pure F"
"w10037251","F","USM",3263,0,"JOL","Pure F","Pure F"
"w10040352","F","USM",3096,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",3304,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",3107,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",4956,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",2462,0,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",3078,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",4759,0,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",2526,100,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1498,100,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",1980,100,"JOL","Pure F","Pure F"
"960005","F","USM",1404,100,"JOL","Pure F","Pure F"
"974457","F","USM",7258,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",3960,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",3166,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",2796,100,"JOL","Pure F","Pure F"
"w10031665","F","USM",2154,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",1478,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",4183,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2425,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",4212,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",1729,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",2951,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",1956,0,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",2057,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",1948,0,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",2311,100,"JOL","Pure F","Pure F"
"960005","F","USM",1814,100,"JOL","Pure F","Pure F"
"974457","F","USM",5603,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",5795,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",4933,100,"JOL","Pure F","Pure F"
"w10031665","F","USM",4265,0,"JOL","Pure F","Pure F"
"w10037251","F","USM",2171,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",5858,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",3129,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",5463,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",6505,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",3244,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",2445,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",2012,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",1463,100,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",1778,100,"JOL","Pure F","Pure F"
"960005","F","USM",1588,100,"JOL","Pure F","Pure F"
"974457","F","USM",2125,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",9696,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",5819,0,"JOL","Pure F","Pure F"
"w10031665","F","USM",2624,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",2687,0,"JOL","Pure F","Pure F"
"w10040352","F","USM",3083,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2052,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",4043,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",3509,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",3059,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",1691,100,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1525,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",2242,0,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",4305,100,"JOL","Pure F","Pure F"
"960005","F","USM",1682,100,"JOL","Pure F","Pure F"
"974457","F","USM",2542,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",2656,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",4335,100,"JOL","Pure F","Pure F"
"w10031665","F","USM",1538,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",1481,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",3418,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2444,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",5147,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",3298,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",2657,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",1293,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",3803,100,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1551,100,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1646,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",2029,100,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",1739,100,"JOL","Pure F","Pure F"
"960005","F","USM",1585,100,"JOL","Pure F","Pure F"
"974457","F","USM",2472,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",3230,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",3275,100,"JOL","Pure F","Pure F"
"w10031665","F","USM",2290,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",1463,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",3302,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2642,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",4705,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",5831,0,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",2980,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",1900,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",3751,100,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1585,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",976,0,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",2704,100,"JOL","Pure F","Pure F"
"960005","F","USM",1671,100,"JOL","Pure F","Pure F"
"974457","F","USM",2106,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",2939,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",2761,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",3120,100,"JOL","Pure F","Pure F"
"w10031665","F","USM",2126,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",1657,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",5661,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",4329,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",2862,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",3047,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",1810,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",3905,0,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1343,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",2440,100,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",1410,100,"JOL","Pure F","Pure F"
"960005","F","USM",1362,100,"JOL","Pure F","Pure F"
"974457","F","USM",5286,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",4772,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",6280,0,"JOL","Pure F","Pure F"
"w10031665","F","USM",1440,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",1284,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",7935,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2321,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",3872,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",6983,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",3482,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",1278,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",4631,0,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",3078,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",2302,0,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",1803,100,"JOL","Pure F","Pure F"
"960005","F","USM",1570,100,"JOL","Pure F","Pure F"
"974457","F","USM",2804,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",4570,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",5128,0,"JOL","Pure F","Pure F"
"w10037251","F","USM",2185,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",3059,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",1801,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",6545,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",2881,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",2857,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",4817,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",3399,100,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",4858,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",1770,100,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",2297,100,"JOL","Pure F","Pure F"
"960005","F","USM",2101,0,"JOL","Pure F","Pure F"
"974457","F","USM",5057,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",10080,0,"JOL","Pure F","Pure F"
"w10011622","F","USM",3977,0,"JOL","Pure F","Pure F"
"w10031665","F","USM",1752,100,"JOL","Pure F","Pure F"
"w10031665","F","USM",1519,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",2378,0,"JOL","Pure F","Pure F"
"w10040352","F","USM",3718,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2508,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",4507,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",4744,0,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",2678,0,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",16873,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",4730,100,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1527,0,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",1097,0,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",4343,100,"JOL","Pure F","Pure F"
"960005","F","USM",1778,100,"JOL","Pure F","Pure F"
"974457","F","USM",2531,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",4175,100,"JOL","Pure F","Pure F"
"w10031665","F","USM",2798,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",9735,0,"JOL","Pure F","Pure F"
"w10040352","F","USM",3037,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2266,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",4518,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",4559,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",2772,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",2721,100,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",1487,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",1659,100,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",2053,100,"JOL","Pure F","Pure F"
"960005","F","USM",1538,100,"JOL","Pure F","Pure F"
"974457","F","USM",1976,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",4127,0,"JOL","Pure F","Pure F"
"w10011622","F","USM",6279,100,"JOL","Pure F","Pure F"
"w10031665","F","USM",2144,100,"JOL","Pure F","Pure F"
"w10037251","F","USM",1783,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2146,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",5157,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",1791,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",2477,100,"JOL","Pure F","Pure F"
"w215238_mlh","F","USM",9774,100,"JOL","Pure F","Pure F"
"5bfe875ecfd0b5000174259e","F","Prolific",6875,0,"JOL","Pure F","Pure F"
"5c95236d2e2e320001b1ab16","F","Prolific",3463,100,"JOL","Pure F","Pure F"
"5ecd17e546eeac02f5575621","F","Prolific",2023,100,"JOL","Pure F","Pure F"
"5f0e67f7e1d8741af294455e","F","Prolific",3413,100,"JOL","Pure F","Pure F"
"960005","F","USM",1671,100,"JOL","Pure F","Pure F"
"960005","F","USM",1513,100,"JOL","Pure F","Pure F"
"974457","F","USM",4128,100,"JOL","Pure F","Pure F"
"w10006565_mmc","F","USM",3364,100,"JOL","Pure F","Pure F"
"w10011622","F","USM",8611,0,"JOL","Pure F","Pure F"
"w10031665","F","USM",11694,0,"JOL","Pure F","Pure F"
"w10037251","F","USM",2011,100,"JOL","Pure F","Pure F"
"w10040352","F","USM",3247,100,"JOL","Pure F","Pure F"
"w10061361_cbj","F","USM",2342,100,"JOL","Pure F","Pure F"
"W10078562_lhd","F","USM",7367,100,"JOL","Pure F","Pure F"
"w10104546","F","USM",2213,100,"JOL","Pure F","Pure F"
"w214372_rmc","F","USM",7241,100,"JOL","Pure F","Pure F"
