"id","Direction","Frequency","Platform","Response.RT","Scored","Encoding","List_Type"
"w10013152_klj","U",0,"USM",2528,100,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",5806,100,"Frequency","Pure U"
"w10080302_stt","U",0,"USM",8491,0,"Frequency","Pure U"
"w10103314","U",1,"USM",14597,0,"Frequency","Pure U"
"w10118712","U",0,"USM",1431,0,"Frequency","Pure U"
"w939844","U",10,"USM",14254,0,"Frequency","Pure U"
"w970137","U",10,"USM",3306,0,"Frequency","Pure U"
"w994700","U",10,"USM",3859,100,"Frequency","Pure U"
"w998015_dp","U",0,"USM",12243,100,"Frequency","Pure U"
"488672","U",4,"USM",3203,0,"Frequency","Pure U"
"10006036","U",0,"USM",5342,100,"Frequency","Pure U"
"10038653","U",4,"USM",4958,100,"Frequency","Pure U"
"10066786","U",0,"USM",3448,0,"Frequency","Pure U"
"10097621","U",88,"USM",4439,0,"Frequency","Pure U"
"213499","U",30,"USM",6331,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1323,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",1,"Prolific",8749,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",1363,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",10,"Prolific",1279,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",40,"Prolific",19100,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",2,"Prolific",3132,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",2835,0,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",5740,0,"Frequency","Pure U"
"w10080302_stt","U",8,"USM",3432,0,"Frequency","Pure U"
"w10103314","U",45,"USM",7011,100,"Frequency","Pure U"
"w10118712","U",10,"USM",1594,0,"Frequency","Pure U"
"w939844","U",10,"USM",7999,0,"Frequency","Pure U"
"w970137","U",5,"USM",1857,0,"Frequency","Pure U"
"w994700","U",25,"USM",1693,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",5888,0,"Frequency","Pure U"
"488672","U",26,"USM",8436,100,"Frequency","Pure U"
"10006036","U",40,"USM",3561,0,"Frequency","Pure U"
"10006036","U",20,"USM",2588,0,"Frequency","Pure U"
"10038653","U",2,"USM",4958,0,"Frequency","Pure U"
"10066786","U",0,"USM",9494,0,"Frequency","Pure U"
"10097621","U",67,"USM",3262,0,"Frequency","Pure U"
"213499","U",50,"USM",3287,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1294,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",85,"Prolific",3337,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",3,"Prolific",1190,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",40,"Prolific",3091,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",40,"Prolific",3466,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",3283,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",1165,0,"Frequency","Pure U"
"w10044769_mad","U",50,"USM",3793,100,"Frequency","Pure U"
"w10080302_stt","U",25,"USM",12110,0,"Frequency","Pure U"
"w10103314","U",40,"USM",5162,0,"Frequency","Pure U"
"w10118712","U",5,"USM",5949,0,"Frequency","Pure U"
"w939844","U",3,"USM",16459,0,"Frequency","Pure U"
"w970137","U",5,"USM",3288,0,"Frequency","Pure U"
"w994700","U",0,"USM",988,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",13366,100,"Frequency","Pure U"
"10050933","U",40,"USM",7160,0,"Frequency","Pure U"
"10081611","U",30,"USM",6584,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",7490,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",40,"Prolific",3282,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",5016,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",50,"Prolific",987,0,"Frequency","Pure U"
"w10006514","U",15,"USM",3933,100,"Frequency","Pure U"
"w10020124","U",29,"USM",2391,0,"Frequency","Pure U"
"W10032501","U",88,"USM",3890,0,"Frequency","Pure U"
"w10046218","U",NA,"USM",4613,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",4647,100,"Frequency","Pure U"
"w10064771_al","U",50,"USM",11134,0,"Frequency","Pure U"
"w10074451","U",1,"USM",2534,100,"Frequency","Pure U"
"w10077572","U",20,"USM",51852,0,"Frequency","Pure U"
"w10086001","U",10,"USM",1513,0,"Frequency","Pure U"
"w951700_kj","U",2,"USM",7909,0,"Frequency","Pure U"
"10050933","U",20,"USM",41345,0,"Frequency","Pure U"
"10081611","U",20,"USM",11090,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",1705,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",15,"Prolific",1179,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",7177,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",27,"Prolific",1220,0,"Frequency","Pure U"
"w10006514","U",20,"USM",5839,0,"Frequency","Pure U"
"w10020124","U",54,"USM",4444,0,"Frequency","Pure U"
"W10032501","U",1,"USM",11803,0,"Frequency","Pure U"
"w10046218","U",0,"USM",1134,0,"Frequency","Pure U"
"w10046218","U",0,"USM",1342,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",1154,0,"Frequency","Pure U"
"w10064771_al","U",60,"USM",8742,0,"Frequency","Pure U"
"w10074451","U",1,"USM",5682,0,"Frequency","Pure U"
"w10077572","U",0,"USM",20943,0,"Frequency","Pure U"
"w10086001","U",0,"USM",1561,0,"Frequency","Pure U"
"w951700_kj","U",60,"USM",7756,0,"Frequency","Pure U"
"10050933","U",20,"USM",4454,0,"Frequency","Pure U"
"10081611","U",30,"USM",7730,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",33,"Prolific",3523,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",5,"Prolific",1144,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",3274,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",20,"Prolific",5690,0,"Frequency","Pure U"
"w10006514","U",5,"USM",4081,0,"Frequency","Pure U"
"w10020124","U",28,"USM",2609,0,"Frequency","Pure U"
"W10032501","U",40,"USM",8495,0,"Frequency","Pure U"
"w10046218","U",0,"USM",1075,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",2558,0,"Frequency","Pure U"
"w10064771_al","U",80,"USM",6844,0,"Frequency","Pure U"
"w10074451","U",2,"USM",3913,0,"Frequency","Pure U"
"w10077572","U",10,"USM",2534,0,"Frequency","Pure U"
"w10086001","U",5,"USM",1256,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",4137,0,"Frequency","Pure U"
"10050933","U",30,"USM",70198,0,"Frequency","Pure U"
"10081611","U",0,"USM",4366,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",5467,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",20,"Prolific",1605,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",8407,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",25,"Prolific",3125,100,"Frequency","Pure U"
"w10006514","U",60,"USM",14917,0,"Frequency","Pure U"
"w10020124","U",45,"USM",2254,0,"Frequency","Pure U"
"W10032501","U",89,"USM",5395,0,"Frequency","Pure U"
"w10046218","U",75,"USM",769,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",3459,0,"Frequency","Pure U"
"w10064771_al","U",40,"USM",5145,0,"Frequency","Pure U"
"w10074451","U",1,"USM",5719,100,"Frequency","Pure U"
"w10077572","U",25,"USM",2722,100,"Frequency","Pure U"
"w10086001","U",0,"USM",56920,0,"Frequency","Pure U"
"w951700_kj","U",20,"USM",4801,0,"Frequency","Pure U"
"10050933","U",20,"USM",4143,0,"Frequency","Pure U"
"10081611","U",0,"USM",1856,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",55,"Prolific",3810,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",10,"Prolific",3308,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",6111,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",5,"Prolific",1563,100,"Frequency","Pure U"
"w10006514","U",2,"USM",1980,0,"Frequency","Pure U"
"w10020124","U",29,"USM",5388,0,"Frequency","Pure U"
"W10032501","U",100,"USM",14288,0,"Frequency","Pure U"
"w10046218","U",100,"USM",2614,0,"Frequency","Pure U"
"w10048539_obc","U",12,"USM",2517,0,"Frequency","Pure U"
"w10064771_al","U",0,"USM",6027,0,"Frequency","Pure U"
"w10074451","U",5,"USM",4007,0,"Frequency","Pure U"
"w10077572","U",0,"USM",4979,0,"Frequency","Pure U"
"w10086001","U",10,"USM",3582,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",5993,0,"Frequency","Pure U"
"10050933","U",1,"USM",7351,0,"Frequency","Pure U"
"10081611","U",NA,"USM",2888,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",6193,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",5,"Prolific",9090,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",20,"Prolific",2495,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",3226,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",5,"Prolific",1742,0,"Frequency","Pure U"
"w10006514","U",5,"USM",5656,100,"Frequency","Pure U"
"w10020124","U",23,"USM",4814,0,"Frequency","Pure U"
"W10032501","U",70,"USM",3360,100,"Frequency","Pure U"
"w10046218","U",0,"USM",2815,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",9778,0,"Frequency","Pure U"
"w10064771_al","U",80,"USM",4131,100,"Frequency","Pure U"
"w10074451","U",2,"USM",3755,0,"Frequency","Pure U"
"w10077572","U",0,"USM",7011,0,"Frequency","Pure U"
"w10086001","U",10,"USM",7734,100,"Frequency","Pure U"
"w951700_kj","U",0,"USM",2756,0,"Frequency","Pure U"
"10050933","U",2,"USM",18239,0,"Frequency","Pure U"
"10050933","U",1,"USM",18498,0,"Frequency","Pure U"
"10081611","U",10,"USM",3342,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",4835,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",15,"Prolific",7950,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",14219,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",25,"Prolific",8880,0,"Frequency","Pure U"
"w10006514","U",20,"USM",3657,0,"Frequency","Pure U"
"w10020124","U",21,"USM",3715,0,"Frequency","Pure U"
"W10032501","U",40,"USM",3267,0,"Frequency","Pure U"
"w10046218","U",0,"USM",3577,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",3564,0,"Frequency","Pure U"
"w10064771_al","U",50,"USM",3261,0,"Frequency","Pure U"
"w10074451","U",1,"USM",4282,0,"Frequency","Pure U"
"w10077572","U",0,"USM",10347,0,"Frequency","Pure U"
"w10086001","U",0,"USM",2126,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",2964,100,"Frequency","Pure U"
"10050933","U",80,"USM",6811,0,"Frequency","Pure U"
"10081611","U",70,"USM",8264,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",55,"Prolific",5657,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",75,"Prolific",3058,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",9577,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",30,"Prolific",8565,0,"Frequency","Pure U"
"w10006514","U",90,"USM",20201,0,"Frequency","Pure U"
"w10020124","U",22,"USM",1842,0,"Frequency","Pure U"
"W10032501","U",77,"USM",2572,100,"Frequency","Pure U"
"w10046218","U",100,"USM",2229,0,"Frequency","Pure U"
"w10048539_obc","U",10,"USM",767,0,"Frequency","Pure U"
"w10064771_al","U",60,"USM",2315,0,"Frequency","Pure U"
"w10074451","U",32,"USM",3415,0,"Frequency","Pure U"
"w10077572","U",50,"USM",6582,0,"Frequency","Pure U"
"w10086001","U",35,"USM",9904,0,"Frequency","Pure U"
"w951700_kj","U",80,"USM",4999,0,"Frequency","Pure U"
"10050933","U",10,"USM",29583,0,"Frequency","Pure U"
"10081611","U",0,"USM",5240,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",5272,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",5,"Prolific",3208,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",4224,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",2,"Prolific",3468,0,"Frequency","Pure U"
"w10006514","U",50,"USM",13069,0,"Frequency","Pure U"
"w10020124","U",35,"USM",2601,0,"Frequency","Pure U"
"W10032501","U",0,"USM",6196,0,"Frequency","Pure U"
"w10046218","U",100,"USM",2525,0,"Frequency","Pure U"
"w10048539_obc","U",2,"USM",3780,0,"Frequency","Pure U"
"w10064771_al","U",0,"USM",3102,0,"Frequency","Pure U"
"w10074451","U",1,"USM",4399,0,"Frequency","Pure U"
"w10077572","U",0,"USM",3132,100,"Frequency","Pure U"
"w10086001","U",10,"USM",4598,100,"Frequency","Pure U"
"w951700_kj","U",0,"USM",10968,0,"Frequency","Pure U"
"10050933","U",1,"USM",680,0,"Frequency","Pure U"
"10081611","U",0,"USM",5148,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",4153,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",10,"Prolific",4795,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",5459,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",5,"Prolific",2307,0,"Frequency","Pure U"
"w10006514","U",5,"USM",5876,100,"Frequency","Pure U"
"w10020124","U",1,"USM",2804,0,"Frequency","Pure U"
"W10032501","U",0,"USM",8155,0,"Frequency","Pure U"
"w10046218","U",0,"USM",3992,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",1932,0,"Frequency","Pure U"
"w10064771_al","U",0,"USM",1479,0,"Frequency","Pure U"
"w10074451","U",5,"USM",3765,0,"Frequency","Pure U"
"w10077572","U",0,"USM",4138,0,"Frequency","Pure U"
"w10086001","U",0,"USM",2933,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",4254,100,"Frequency","Pure U"
"10050933","U",25,"USM",12205,100,"Frequency","Pure U"
"10081611","U",20,"USM",3579,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",33,"Prolific",1605,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",50,"Prolific",6590,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",35992,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",15,"Prolific",1466,0,"Frequency","Pure U"
"w10006514","U",40,"USM",8688,100,"Frequency","Pure U"
"w10020124","U",26,"USM",2928,100,"Frequency","Pure U"
"W10032501","U",50,"USM",6316,0,"Frequency","Pure U"
"w10046218","U",0,"USM",923,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",2937,0,"Frequency","Pure U"
"w10064771_al","U",80,"USM",3168,0,"Frequency","Pure U"
"w10074451","U",5,"USM",5146,0,"Frequency","Pure U"
"w10077572","U",100,"USM",29607,0,"Frequency","Pure U"
"w10086001","U",20,"USM",7268,0,"Frequency","Pure U"
"w951700_kj","U",20,"USM",28249,0,"Frequency","Pure U"
"10050933","U",2,"USM",6241,0,"Frequency","Pure U"
"10081611","U",0,"USM",6995,100,"Frequency","Pure U"
"10081611","U",0,"USM",2822,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",44,"Prolific",4958,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",10,"Prolific",948,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",3344,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",5,"Prolific",3652,0,"Frequency","Pure U"
"w10006514","U",3,"USM",12132,0,"Frequency","Pure U"
"w10020124","U",22,"USM",3357,0,"Frequency","Pure U"
"W10032501","U",99,"USM",1648,100,"Frequency","Pure U"
"w10046218","U",0,"USM",5725,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",4922,100,"Frequency","Pure U"
"w10064771_al","U",0,"USM",6018,0,"Frequency","Pure U"
"w10074451","U",5,"USM",5714,0,"Frequency","Pure U"
"w10077572","U",30,"USM",3350,0,"Frequency","Pure U"
"w10086001","U",0,"USM",7423,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",5322,0,"Frequency","Pure U"
"10050933","U",20,"USM",5203,0,"Frequency","Pure U"
"10081611","U",30,"USM",3366,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",33,"Prolific",1797,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",35,"Prolific",1364,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",6390,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",15,"Prolific",1961,100,"Frequency","Pure U"
"w10006514","U",60,"USM",1357,0,"Frequency","Pure U"
"w10020124","U",25,"USM",2915,0,"Frequency","Pure U"
"W10032501","U",60,"USM",6500,0,"Frequency","Pure U"
"w10046218","U",100,"USM",2398,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",2454,100,"Frequency","Pure U"
"w10064771_al","U",80,"USM",1171,0,"Frequency","Pure U"
"w10064771_al","U",100,"USM",3565,100,"Frequency","Pure U"
"w10074451","U",50,"USM",2418,100,"Frequency","Pure U"
"w10077572","U",20,"USM",3873,0,"Frequency","Pure U"
"w10086001","U",10,"USM",5806,0,"Frequency","Pure U"
"w951700_kj","U",40,"USM",3588,0,"Frequency","Pure U"
"10050933","U",20,"USM",4200,0,"Frequency","Pure U"
"10081611","U",0,"USM",5781,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",5432,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",0,"Prolific",5205,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",2542,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",5,"Prolific",2907,0,"Frequency","Pure U"
"w10006514","U",15,"USM",4442,100,"Frequency","Pure U"
"w10020124","U",28,"USM",4551,0,"Frequency","Pure U"
"W10032501","U",50,"USM",3321,100,"Frequency","Pure U"
"w10046218","U",100,"USM",2585,100,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",1288,0,"Frequency","Pure U"
"w10064771_al","U",50,"USM",3737,0,"Frequency","Pure U"
"w10074451","U",5,"USM",5382,100,"Frequency","Pure U"
"w10077572","U",0,"USM",4721,0,"Frequency","Pure U"
"w10086001","U",10,"USM",1965,0,"Frequency","Pure U"
"w951700_kj","U",30,"USM",8007,0,"Frequency","Pure U"
"10050933","U",10,"USM",4856,0,"Frequency","Pure U"
"10081611","U",0,"USM",9374,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",2557,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",80,"Prolific",7873,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",4965,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",20,"Prolific",1617,0,"Frequency","Pure U"
"w10006514","U",20,"USM",2307,0,"Frequency","Pure U"
"w10020124","U",64,"USM",2547,0,"Frequency","Pure U"
"W10032501","U",12,"USM",2856,0,"Frequency","Pure U"
"w10046218","U",10,"USM",793,0,"Frequency","Pure U"
"w10048539_obc","U",1,"USM",1322,0,"Frequency","Pure U"
"w10064771_al","U",80,"USM",8521,0,"Frequency","Pure U"
"w10074451","U",1,"USM",9101,0,"Frequency","Pure U"
"w10077572","U",40,"USM",55058,0,"Frequency","Pure U"
"w10086001","U",30,"USM",1957,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",23911,0,"Frequency","Pure U"
"10050933","U",1,"USM",5439,0,"Frequency","Pure U"
"10081611","U",0,"USM",3226,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",12,"Prolific",7092,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",20,"Prolific",2021,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",9514,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",3,"Prolific",3831,100,"Frequency","Pure U"
"w10006514","U",2,"USM",3980,0,"Frequency","Pure U"
"w10020124","U",64,"USM",2662,0,"Frequency","Pure U"
"W10032501","U",40,"USM",5165,0,"Frequency","Pure U"
"w10046218","U",0,"USM",1108,0,"Frequency","Pure U"
"w10048539_obc","U",0,"USM",1437,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",4036,0,"Frequency","Pure U"
"w10064771_al","U",0,"USM",2931,0,"Frequency","Pure U"
"w10074451","U",1,"USM",4638,0,"Frequency","Pure U"
"w10077572","U",0,"USM",3299,100,"Frequency","Pure U"
"w10086001","U",0,"USM",8242,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",8266,0,"Frequency","Pure U"
"10050933","U",10,"USM",4027,0,"Frequency","Pure U"
"10081611","U",30,"USM",3129,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",22,"Prolific",1686,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",10,"Prolific",3670,100,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",4600,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",10,"Prolific",3191,0,"Frequency","Pure U"
"w10006514","U",4,"USM",6431,0,"Frequency","Pure U"
"w10006514","U",3,"USM",3103,0,"Frequency","Pure U"
"w10020124","U",2,"USM",7086,0,"Frequency","Pure U"
"W10032501","U",0,"USM",2162,100,"Frequency","Pure U"
"w10046218","U",100,"USM",9349,0,"Frequency","Pure U"
"w10048539_obc","U",1,"USM",1119,0,"Frequency","Pure U"
"w10064771_al","U",50,"USM",4648,0,"Frequency","Pure U"
"w10074451","U",1,"USM",2862,0,"Frequency","Pure U"
"w10077572","U",0,"USM",3609,100,"Frequency","Pure U"
"w10086001","U",0,"USM",1210,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",4391,0,"Frequency","Pure U"
"10050933","U",1,"USM",6194,100,"Frequency","Pure U"
"10081611","U",9,"USM",5263,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",44,"Prolific",5219,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",50,"Prolific",5747,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",3257,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",10,"Prolific",3739,0,"Frequency","Pure U"
"w10006514","U",50,"USM",3456,100,"Frequency","Pure U"
"w10020124","U",22,"USM",2093,0,"Frequency","Pure U"
"W10032501","U",0,"USM",24810,0,"Frequency","Pure U"
"w10046218","U",0,"USM",907,0,"Frequency","Pure U"
"w10048539_obc","U",2,"USM",3535,0,"Frequency","Pure U"
"w10064771_al","U",0,"USM",2578,0,"Frequency","Pure U"
"w10074451","U",1,"USM",2961,100,"Frequency","Pure U"
"w10074451","U",3,"USM",2371,0,"Frequency","Pure U"
"w10077572","U",0,"USM",4042,0,"Frequency","Pure U"
"w10086001","U",40,"USM",1822,0,"Frequency","Pure U"
"w951700_kj","U",0,"USM",6265,0,"Frequency","Pure U"
"10050933","U",50,"USM",6629,0,"Frequency","Pure U"
"10081611","U",40,"USM",5007,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",55,"Prolific",2741,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",85,"Prolific",3709,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",19460,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",55,"Prolific",3845,0,"Frequency","Pure U"
"w10006514","U",40,"USM",4852,0,"Frequency","Pure U"
"w10020124","U",24,"USM",6116,0,"Frequency","Pure U"
"W10032501","U",30,"USM",2173,0,"Frequency","Pure U"
"w10046218","U",100,"USM",555,0,"Frequency","Pure U"
"w10048539_obc","U",15,"USM",903,0,"Frequency","Pure U"
"w10064771_al","U",65,"USM",22656,0,"Frequency","Pure U"
"w10074451","U",13,"USM",3457,0,"Frequency","Pure U"
"w10077572","U",75,"USM",3639,0,"Frequency","Pure U"
"w10086001","U",30,"USM",5310,0,"Frequency","Pure U"
"w951700_kj","U",80,"USM",3146,0,"Frequency","Pure U"
"10050933","U",50,"USM",3790,0,"Frequency","Pure U"
"10081611","U",20,"USM",3045,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",77,"Prolific",4013,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",60,"Prolific",1460,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",2455,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",2281,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",30,"Prolific",4808,0,"Frequency","Pure U"
"w10006514","U",60,"USM",8569,100,"Frequency","Pure U"
"w10020124","U",3,"USM",7398,0,"Frequency","Pure U"
"W10032501","U",87,"USM",7602,100,"Frequency","Pure U"
"w10046218","U",0,"USM",2852,0,"Frequency","Pure U"
"w10048539_obc","U",15,"USM",3703,0,"Frequency","Pure U"
"w10064771_al","U",95,"USM",4843,0,"Frequency","Pure U"
"w10074451","U",1,"USM",2919,0,"Frequency","Pure U"
"w10077572","U",1,"USM",4647,0,"Frequency","Pure U"
"w10086001","U",70,"USM",7377,0,"Frequency","Pure U"
"w951700_kj","U",50,"USM",4326,0,"Frequency","Pure U"
"10050933","U",25,"USM",18348,0,"Frequency","Pure U"
"10081611","U",0,"USM",3313,0,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",23,"Prolific",3247,0,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",0,"Prolific",1943,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",100,"Prolific",3637,0,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",9,"Prolific",4474,100,"Frequency","Pure U"
"6136239c39f250ddc9caba14","U",35,"Prolific",1525,100,"Frequency","Pure U"
"w10006514","U",10,"USM",2332,0,"Frequency","Pure U"
"w10020124","U",63,"USM",4439,0,"Frequency","Pure U"
"W10032501","U",20,"USM",6031,0,"Frequency","Pure U"
"w10046218","U",100,"USM",2353,0,"Frequency","Pure U"
"w10048539_obc","U",5,"USM",959,0,"Frequency","Pure U"
"w10064771_al","U",100,"USM",4427,100,"Frequency","Pure U"
"w10074451","U",1,"USM",2699,0,"Frequency","Pure U"
"w10077572","U",0,"USM",2653,0,"Frequency","Pure U"
"w10086001","U",10,"USM",1303,0,"Frequency","Pure U"
"w951700_kj","U",20,"USM",27040,0,"Frequency","Pure U"
"10050933","U",2,"USM",8734,0,"Frequency","Pure U"
"10081611","U",0,"USM",7507,100,"Frequency","Pure U"
"5e8ea2396c1dea158c64201f","U",11,"Prolific",11348,100,"Frequency","Pure U"
"5ee69351dde4ef4162d67e36","U",55,"Prolific",6139,0,"Frequency","Pure U"
"6104962f32fb837b1f5e328f","U",0,"Prolific",9980,0,"Frequency","Pure U"
