"id","Direction","Platform","Response.RT","Scored","Encoding","List_Type","List_Type2"
"w10066171","B","USM",982,0,"Frequency","Pure B","Pure B"
"w10069845","B","USM",3420,0,"Frequency","Pure B","Pure B"
"w10069845","B","USM",2743,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",5204,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",13351,0,"Frequency","Pure B","Pure B"
"w10079495","B","USM",3943,0,"Frequency","Pure B","Pure B"
"w10079495","B","USM",3927,0,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",4967,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",4272,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",17331,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",4651,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",15154,0,"Frequency","Pure B","Pure B"
"w984212","B","USM",21739,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",5962,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",13627,100,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",11259,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",1799,0,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",7952,0,"Frequency","Pure B","Pure B"
"957939","B","USM",9775,100,"Frequency","Pure B","Pure B"
"w10024625","B","USM",3469,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",3537,100,"Frequency","Pure B","Pure B"
"W10036236","B","USM",5018,0,"Frequency","Pure B","Pure B"
"w10040386","B","USM",7176,100,"Frequency","Pure B","Pure B"
"w10047913","B","USM",7486,100,"Frequency","Pure B","Pure B"
"w10058884","B","USM",4604,0,"Frequency","Pure B","Pure B"
"w10059972","B","USM",30683,100,"Frequency","Pure B","Pure B"
"w10060485","B","USM",5191,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",3791,100,"Frequency","Pure B","Pure B"
"w10069845","B","USM",5432,0,"Frequency","Pure B","Pure B"
"w10069972","B","USM",7641,0,"Frequency","Pure B","Pure B"
"w10079495","B","USM",6159,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",2091,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",7506,0,"Frequency","Pure B","Pure B"
"w984212","B","USM",5410,100,"Frequency","Pure B","Pure B"
"10040029","B","USM",2327,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",3394,100,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",2315,100,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",2511,100,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",2478,100,"Frequency","Pure B","Pure B"
"957939","B","USM",3937,100,"Frequency","Pure B","Pure B"
"w10024625","B","USM",3915,100,"Frequency","Pure B","Pure B"
"w10030541","B","USM",2812,100,"Frequency","Pure B","Pure B"
"W10036236","B","USM",9130,100,"Frequency","Pure B","Pure B"
"w10040386","B","USM",9594,100,"Frequency","Pure B","Pure B"
"w10040386","B","USM",3514,100,"Frequency","Pure B","Pure B"
"w10047913","B","USM",2348,100,"Frequency","Pure B","Pure B"
"w10058884","B","USM",4512,100,"Frequency","Pure B","Pure B"
"w10059972","B","USM",4988,100,"Frequency","Pure B","Pure B"
"w10060485","B","USM",358,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",818,0,"Frequency","Pure B","Pure B"
"w10069845","B","USM",2786,100,"Frequency","Pure B","Pure B"
"w10069845","B","USM",5753,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",3302,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",2519,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",3577,100,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",7588,0,"Frequency","Pure B","Pure B"
"w984212","B","USM",5958,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",5190,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",3263,0,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",4836,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",1666,0,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",1686,0,"Frequency","Pure B","Pure B"
"957939","B","USM",4087,0,"Frequency","Pure B","Pure B"
"w10024625","B","USM",2864,100,"Frequency","Pure B","Pure B"
"w10030541","B","USM",5813,0,"Frequency","Pure B","Pure B"
"W10036236","B","USM",3219,0,"Frequency","Pure B","Pure B"
"w10040386","B","USM",10322,100,"Frequency","Pure B","Pure B"
"w10047913","B","USM",3254,0,"Frequency","Pure B","Pure B"
"w10058884","B","USM",2359,0,"Frequency","Pure B","Pure B"
"w10059972","B","USM",8901,0,"Frequency","Pure B","Pure B"
"w10060485","B","USM",2984,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",2424,100,"Frequency","Pure B","Pure B"
"w10069845","B","USM",4540,0,"Frequency","Pure B","Pure B"
"w10069972","B","USM",3014,0,"Frequency","Pure B","Pure B"
"w10079495","B","USM",8932,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",3902,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",2999,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",9314,0,"Frequency","Pure B","Pure B"
"w984212","B","USM",1887,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",3471,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",4982,100,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",4421,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",6141,100,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",8438,100,"Frequency","Pure B","Pure B"
"957939","B","USM",4777,100,"Frequency","Pure B","Pure B"
"w10024625","B","USM",9560,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",4923,100,"Frequency","Pure B","Pure B"
"W10036236","B","USM",12046,100,"Frequency","Pure B","Pure B"
"w10040386","B","USM",10614,0,"Frequency","Pure B","Pure B"
"w10047913","B","USM",8969,100,"Frequency","Pure B","Pure B"
"w10058884","B","USM",2591,0,"Frequency","Pure B","Pure B"
"w10059972","B","USM",9502,0,"Frequency","Pure B","Pure B"
"w10060485","B","USM",31989,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",1187,0,"Frequency","Pure B","Pure B"
"w10069845","B","USM",6416,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",5410,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",3738,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",1284,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",5511,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",2016,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",2688,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",9715,0,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",3864,100,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",4685,100,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",50982,0,"Frequency","Pure B","Pure B"
"957939","B","USM",5783,0,"Frequency","Pure B","Pure B"
"w10024625","B","USM",3713,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",13085,0,"Frequency","Pure B","Pure B"
"W10036236","B","USM",8700,0,"Frequency","Pure B","Pure B"
"w10040386","B","USM",13336,0,"Frequency","Pure B","Pure B"
"w10047913","B","USM",2847,100,"Frequency","Pure B","Pure B"
"w10058884","B","USM",4755,0,"Frequency","Pure B","Pure B"
"w10059972","B","USM",11788,100,"Frequency","Pure B","Pure B"
"w10060485","B","USM",2867,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",1003,0,"Frequency","Pure B","Pure B"
"w10069845","B","USM",2594,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",5314,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",2946,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",7740,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",4201,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",6388,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",4887,100,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",3197,100,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",8225,100,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",1777,100,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",14009,0,"Frequency","Pure B","Pure B"
"957939","B","USM",4514,100,"Frequency","Pure B","Pure B"
"w10024625","B","USM",3687,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",2765,100,"Frequency","Pure B","Pure B"
"w10030541","B","USM",2771,100,"Frequency","Pure B","Pure B"
"W10036236","B","USM",7013,100,"Frequency","Pure B","Pure B"
"w10040386","B","USM",3196,100,"Frequency","Pure B","Pure B"
"w10047913","B","USM",2398,0,"Frequency","Pure B","Pure B"
"w10058884","B","USM",2897,100,"Frequency","Pure B","Pure B"
"w10059972","B","USM",3283,100,"Frequency","Pure B","Pure B"
"w10060485","B","USM",5820,100,"Frequency","Pure B","Pure B"
"w10066171","B","USM",1860,100,"Frequency","Pure B","Pure B"
"w10066171","B","USM",1563,100,"Frequency","Pure B","Pure B"
"w10069845","B","USM",3618,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",8814,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",2727,0,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",2584,100,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",3138,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",2410,100,"Frequency","Pure B","Pure B"
"10040029","B","USM",10193,100,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",7636,100,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",9598,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",2143,100,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",3036,100,"Frequency","Pure B","Pure B"
"957939","B","USM",5995,100,"Frequency","Pure B","Pure B"
"w10024625","B","USM",2242,100,"Frequency","Pure B","Pure B"
"w10030541","B","USM",3224,100,"Frequency","Pure B","Pure B"
"W10036236","B","USM",11332,100,"Frequency","Pure B","Pure B"
"w10040386","B","USM",5144,100,"Frequency","Pure B","Pure B"
"w10047913","B","USM",2662,100,"Frequency","Pure B","Pure B"
"w10058884","B","USM",4036,100,"Frequency","Pure B","Pure B"
"w10059972","B","USM",6628,100,"Frequency","Pure B","Pure B"
"w10059972","B","USM",8374,100,"Frequency","Pure B","Pure B"
"w10060485","B","USM",5667,100,"Frequency","Pure B","Pure B"
"w10066171","B","USM",2261,100,"Frequency","Pure B","Pure B"
"w10069845","B","USM",3413,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",2986,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",2607,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",2938,100,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",3971,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",3438,100,"Frequency","Pure B","Pure B"
"10040029","B","USM",4592,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",12614,0,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",2717,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",1318,0,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",5713,0,"Frequency","Pure B","Pure B"
"957939","B","USM",3335,0,"Frequency","Pure B","Pure B"
"w10024625","B","USM",3889,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",3031,100,"Frequency","Pure B","Pure B"
"W10036236","B","USM",4460,0,"Frequency","Pure B","Pure B"
"w10040386","B","USM",6846,0,"Frequency","Pure B","Pure B"
"w10047913","B","USM",1965,100,"Frequency","Pure B","Pure B"
"w10058884","B","USM",2643,0,"Frequency","Pure B","Pure B"
"w10059972","B","USM",4907,100,"Frequency","Pure B","Pure B"
"w10060485","B","USM",7495,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",3083,0,"Frequency","Pure B","Pure B"
"w10069845","B","USM",2709,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",2638,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",3991,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",2933,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",6008,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",2149,100,"Frequency","Pure B","Pure B"
"10040029","B","USM",5324,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",20019,0,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",3829,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",3029,100,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",7867,100,"Frequency","Pure B","Pure B"
"957939","B","USM",4877,0,"Frequency","Pure B","Pure B"
"w10024625","B","USM",2936,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",3490,100,"Frequency","Pure B","Pure B"
"W10036236","B","USM",4375,100,"Frequency","Pure B","Pure B"
"w10040386","B","USM",2570,0,"Frequency","Pure B","Pure B"
"w10047913","B","USM",3336,100,"Frequency","Pure B","Pure B"
"w10058884","B","USM",1594,0,"Frequency","Pure B","Pure B"
"w10059972","B","USM",7850,100,"Frequency","Pure B","Pure B"
"w10060485","B","USM",5302,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",986,0,"Frequency","Pure B","Pure B"
"w10069845","B","USM",3808,0,"Frequency","Pure B","Pure B"
"w10069972","B","USM",4888,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",4386,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",17154,100,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",3606,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",7013,0,"Frequency","Pure B","Pure B"
"w984212","B","USM",2179,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",2435,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",13301,0,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",5981,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",2904,0,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",19058,0,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",2428,100,"Frequency","Pure B","Pure B"
"957939","B","USM",4041,100,"Frequency","Pure B","Pure B"
"w10024625","B","USM",4927,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",3548,0,"Frequency","Pure B","Pure B"
"W10036236","B","USM",9629,0,"Frequency","Pure B","Pure B"
"w10040386","B","USM",16566,0,"Frequency","Pure B","Pure B"
"w10047913","B","USM",3041,100,"Frequency","Pure B","Pure B"
"w10058884","B","USM",4222,100,"Frequency","Pure B","Pure B"
"w10059972","B","USM",6031,100,"Frequency","Pure B","Pure B"
"w10060485","B","USM",6330,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",2696,100,"Frequency","Pure B","Pure B"
"w10069845","B","USM",4594,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",9344,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",3183,100,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",3310,100,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",2321,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",4819,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",10676,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",9680,100,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",5142,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",11651,100,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",2747,0,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",6058,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",1992,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",2687,0,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",2139,0,"Frequency","Pure B","Pure B"
"610dc504ddee9b1a9489d7e1","B","Prolific",3435,100,"Frequency","Pure B","Pure B"
"957939","B","USM",6065,0,"Frequency","Pure B","Pure B"
"957939","B","USM",4000,100,"Frequency","Pure B","Pure B"
"w10024625","B","USM",3425,100,"Frequency","Pure B","Pure B"
"w10024625","B","USM",2329,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",3402,0,"Frequency","Pure B","Pure B"
"w10030541","B","USM",6659,0,"Frequency","Pure B","Pure B"
"W10036236","B","USM",6158,100,"Frequency","Pure B","Pure B"
"W10036236","B","USM",3307,100,"Frequency","Pure B","Pure B"
"w10040386","B","USM",3255,100,"Frequency","Pure B","Pure B"
"w10040386","B","USM",8337,0,"Frequency","Pure B","Pure B"
"w10047913","B","USM",2167,100,"Frequency","Pure B","Pure B"
"w10047913","B","USM",1388,0,"Frequency","Pure B","Pure B"
"w10058884","B","USM",3515,0,"Frequency","Pure B","Pure B"
"w10058884","B","USM",5512,100,"Frequency","Pure B","Pure B"
"w10059972","B","USM",4679,100,"Frequency","Pure B","Pure B"
"w10059972","B","USM",24265,0,"Frequency","Pure B","Pure B"
"w10060485","B","USM",2530,0,"Frequency","Pure B","Pure B"
"w10060485","B","USM",387,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",1797,0,"Frequency","Pure B","Pure B"
"w10066171","B","USM",1853,100,"Frequency","Pure B","Pure B"
"w10069845","B","USM",4866,0,"Frequency","Pure B","Pure B"
"w10069845","B","USM",2834,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",6668,100,"Frequency","Pure B","Pure B"
"w10069972","B","USM",4143,100,"Frequency","Pure B","Pure B"
"w10079495","B","USM",2720,0,"Frequency","Pure B","Pure B"
"w10079495","B","USM",5308,0,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",8104,0,"Frequency","Pure B","Pure B"
"w10084944_mcm","B","USM",6991,0,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",23189,100,"Frequency","Pure B","Pure B"
"w10104906_jam","B","USM",4302,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",8345,100,"Frequency","Pure B","Pure B"
"w984212","B","USM",2060,0,"Frequency","Pure B","Pure B"
"10040029","B","USM",6398,0,"Frequency","Pure B","Pure B"
"60ff05518f64c7c893474505","B","Prolific",6903,0,"Frequency","Pure B","Pure B"
"60ff49b2b870d28d817836c6","B","Prolific",6839,0,"Frequency","Pure B","Pure B"
"61087418db0b43f38d3da287","B","Prolific",4184,0,"Frequency","Pure B","Pure B"
