"id","Direction","Platform","Response.RT","Scored","Encoding","List_Type"
"w10052476","U","USM",2594,0,"READ","Pure U"
"w10064255","U","USM",3538,0,"READ","Pure U"
"w10081238_kdg","U","USM",4627,0,"READ","Pure U"
"w10082046","U","USM",1421,0,"READ","Pure U"
"w10086368_DNAW","U","USM",8527,0,"READ","Pure U"
"w214163","U","USM",3859,0,"READ","Pure U"
"w217559","U","USM",2738,0,"READ","Pure U"
"w920605_ajd","U","USM",4844,0,"READ","Pure U"
"w959252","U","USM",3772,0,"READ","Pure U"
"w962535","U","USM",80572,100,"READ","Pure U"
"10070643","U","USM",2020,0,"READ","Pure U"
"10109468","U","USM",7179,0,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",5185,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",3093,0,"READ","Pure U"
"984021","U","USM",1484,0,"READ","Pure U"
"999552","U","USM",3443,0,"READ","Pure U"
"w10000509_bb","U","USM",2950,0,"READ","Pure U"
"w10011351","U","USM",7114,0,"READ","Pure U"
"w10016360_akl","U","USM",2028,0,"READ","Pure U"
"w10016360_akl","U","USM",1959,0,"READ","Pure U"
"w10020014_rhc","U","USM",4121,0,"READ","Pure U"
"w10052476","U","USM",3176,100,"READ","Pure U"
"w10064255","U","USM",5285,0,"READ","Pure U"
"w10081238_kdg","U","USM",3038,0,"READ","Pure U"
"w10082046","U","USM",2278,0,"READ","Pure U"
"w10086368_DNAW","U","USM",70745,0,"READ","Pure U"
"w214163","U","USM",2592,100,"READ","Pure U"
"w217559","U","USM",2748,0,"READ","Pure U"
"w920605_ajd","U","USM",5765,0,"READ","Pure U"
"w959252","U","USM",3189,0,"READ","Pure U"
"w962535","U","USM",5468,0,"READ","Pure U"
"10070643","U","USM",3788,0,"READ","Pure U"
"10109468","U","USM",5017,0,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",7777,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",4068,0,"READ","Pure U"
"984021","U","USM",3750,0,"READ","Pure U"
"999552","U","USM",1050,0,"READ","Pure U"
"w10000509_bb","U","USM",2247,100,"READ","Pure U"
"w10011351","U","USM",2318,0,"READ","Pure U"
"w10016360_akl","U","USM",2236,0,"READ","Pure U"
"w10020014_rhc","U","USM",6069,0,"READ","Pure U"
"w10052476","U","USM",11608,100,"READ","Pure U"
"w10064255","U","USM",2494,100,"READ","Pure U"
"w10081238_kdg","U","USM",7605,0,"READ","Pure U"
"w10082046","U","USM",4420,100,"READ","Pure U"
"w10086368_DNAW","U","USM",6873,0,"READ","Pure U"
"w214163","U","USM",2849,100,"READ","Pure U"
"w217559","U","USM",2064,0,"READ","Pure U"
"w920605_ajd","U","USM",11023,0,"READ","Pure U"
"w959252","U","USM",2873,0,"READ","Pure U"
"w962535","U","USM",4104,0,"READ","Pure U"
"10070643","U","USM",2626,0,"READ","Pure U"
"10109468","U","USM",23415,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",13286,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",5969,0,"READ","Pure U"
"984021","U","USM",1553,0,"READ","Pure U"
"999552","U","USM",2419,0,"READ","Pure U"
"999552","U","USM",722,0,"READ","Pure U"
"w10000509_bb","U","USM",1965,0,"READ","Pure U"
"w10011351","U","USM",5486,100,"READ","Pure U"
"w10016360_akl","U","USM",1856,0,"READ","Pure U"
"w10020014_rhc","U","USM",1954,100,"READ","Pure U"
"w10052476","U","USM",8000,0,"READ","Pure U"
"w10064255","U","USM",14053,0,"READ","Pure U"
"w10081238_kdg","U","USM",6304,0,"READ","Pure U"
"w10082046","U","USM",3744,100,"READ","Pure U"
"w10086368_DNAW","U","USM",5937,100,"READ","Pure U"
"w214163","U","USM",4938,0,"READ","Pure U"
"w217559","U","USM",2468,0,"READ","Pure U"
"w920605_ajd","U","USM",5887,0,"READ","Pure U"
"w959252","U","USM",2296,0,"READ","Pure U"
"w962535","U","USM",91524,100,"READ","Pure U"
"10070643","U","USM",4639,0,"READ","Pure U"
"10109468","U","USM",15881,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",6425,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",6583,0,"READ","Pure U"
"984021","U","USM",1062,0,"READ","Pure U"
"999552","U","USM",1162,0,"READ","Pure U"
"w10000509_bb","U","USM",1943,0,"READ","Pure U"
"w10011351","U","USM",5637,0,"READ","Pure U"
"w10016360_akl","U","USM",4331,0,"READ","Pure U"
"w10020014_rhc","U","USM",1822,0,"READ","Pure U"
"w10052476","U","USM",3508,100,"READ","Pure U"
"w10064255","U","USM",4696,100,"READ","Pure U"
"w10081238_kdg","U","USM",8252,0,"READ","Pure U"
"w10082046","U","USM",4912,0,"READ","Pure U"
"w10086368_DNAW","U","USM",7915,0,"READ","Pure U"
"w214163","U","USM",4037,0,"READ","Pure U"
"w217559","U","USM",3401,0,"READ","Pure U"
"w920605_ajd","U","USM",6491,0,"READ","Pure U"
"w959252","U","USM",3661,0,"READ","Pure U"
"w962535","U","USM",63201,100,"READ","Pure U"
"10070643","U","USM",2470,100,"READ","Pure U"
"10109468","U","USM",23172,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",4333,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",4218,0,"READ","Pure U"
"984021","U","USM",6322,100,"READ","Pure U"
"999552","U","USM",821,0,"READ","Pure U"
"w10000509_bb","U","USM",1890,0,"READ","Pure U"
"w10011351","U","USM",2626,100,"READ","Pure U"
"w10016360_akl","U","USM",1445,0,"READ","Pure U"
"w10020014_rhc","U","USM",1815,0,"READ","Pure U"
"w10052476","U","USM",2831,100,"READ","Pure U"
"w10064255","U","USM",2867,0,"READ","Pure U"
"w10081238_kdg","U","USM",4942,0,"READ","Pure U"
"w10082046","U","USM",2834,0,"READ","Pure U"
"w10086368_DNAW","U","USM",6880,100,"READ","Pure U"
"w214163","U","USM",5131,0,"READ","Pure U"
"w217559","U","USM",2687,0,"READ","Pure U"
"w920605_ajd","U","USM",1389,0,"READ","Pure U"
"w959252","U","USM",3452,0,"READ","Pure U"
"w959252","U","USM",1474,0,"READ","Pure U"
"w962535","U","USM",3424,100,"READ","Pure U"
"10070643","U","USM",4686,0,"READ","Pure U"
"10109468","U","USM",23378,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",4221,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",3700,0,"READ","Pure U"
"984021","U","USM",5510,0,"READ","Pure U"
"999552","U","USM",766,0,"READ","Pure U"
"w10000509_bb","U","USM",2499,0,"READ","Pure U"
"w10011351","U","USM",7950,0,"READ","Pure U"
"w10016360_akl","U","USM",1815,0,"READ","Pure U"
"w10020014_rhc","U","USM",1019,0,"READ","Pure U"
"w10052476","U","USM",6125,0,"READ","Pure U"
"w10064255","U","USM",4136,0,"READ","Pure U"
"w10064255","U","USM",6095,0,"READ","Pure U"
"w10081238_kdg","U","USM",5181,0,"READ","Pure U"
"w10082046","U","USM",2264,0,"READ","Pure U"
"w10086368_DNAW","U","USM",5422,0,"READ","Pure U"
"w214163","U","USM",3797,100,"READ","Pure U"
"w217559","U","USM",6241,0,"READ","Pure U"
"w920605_ajd","U","USM",3217,0,"READ","Pure U"
"w959252","U","USM",3477,0,"READ","Pure U"
"w962535","U","USM",1853,0,"READ","Pure U"
"10070643","U","USM",4756,0,"READ","Pure U"
"10109468","U","USM",8335,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",4053,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",6295,0,"READ","Pure U"
"984021","U","USM",1109,0,"READ","Pure U"
"999552","U","USM",1521,0,"READ","Pure U"
"w10000509_bb","U","USM",6162,0,"READ","Pure U"
"w10011351","U","USM",5601,0,"READ","Pure U"
"w10016360_akl","U","USM",2421,0,"READ","Pure U"
"w10020014_rhc","U","USM",972,0,"READ","Pure U"
"w10052476","U","USM",2212,0,"READ","Pure U"
"w10064255","U","USM",1841,100,"READ","Pure U"
"w10081238_kdg","U","USM",2767,0,"READ","Pure U"
"w10082046","U","USM",1027,0,"READ","Pure U"
"w10086368_DNAW","U","USM",6947,0,"READ","Pure U"
"w214163","U","USM",5464,100,"READ","Pure U"
"w217559","U","USM",2611,0,"READ","Pure U"
"w920605_ajd","U","USM",4295,0,"READ","Pure U"
"w959252","U","USM",1751,0,"READ","Pure U"
"w962535","U","USM",48278,0,"READ","Pure U"
"10070643","U","USM",2560,0,"READ","Pure U"
"10109468","U","USM",9488,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",10348,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",3602,0,"READ","Pure U"
"984021","U","USM",7053,100,"READ","Pure U"
"999552","U","USM",857,0,"READ","Pure U"
"w10000509_bb","U","USM",5970,0,"READ","Pure U"
"w10011351","U","USM",11689,0,"READ","Pure U"
"w10016360_akl","U","USM",1869,0,"READ","Pure U"
"w10020014_rhc","U","USM",3514,0,"READ","Pure U"
"w10052476","U","USM",7779,0,"READ","Pure U"
"w10064255","U","USM",2093,0,"READ","Pure U"
"w10081238_kdg","U","USM",4854,0,"READ","Pure U"
"w10082046","U","USM",3100,0,"READ","Pure U"
"w10082046","U","USM",3634,0,"READ","Pure U"
"w10086368_DNAW","U","USM",2090,0,"READ","Pure U"
"w214163","U","USM",4829,0,"READ","Pure U"
"w217559","U","USM",5366,100,"READ","Pure U"
"w920605_ajd","U","USM",4196,0,"READ","Pure U"
"w920605_ajd","U","USM",30146,0,"READ","Pure U"
"w959252","U","USM",2073,0,"READ","Pure U"
"w962535","U","USM",16532,0,"READ","Pure U"
"10070643","U","USM",4850,0,"READ","Pure U"
"10109468","U","USM",30423,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",4685,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",11595,0,"READ","Pure U"
"984021","U","USM",5914,0,"READ","Pure U"
"999552","U","USM",1021,0,"READ","Pure U"
"w10000509_bb","U","USM",4049,0,"READ","Pure U"
"w10011351","U","USM",41130,100,"READ","Pure U"
"w10016360_akl","U","USM",2051,0,"READ","Pure U"
"w10020014_rhc","U","USM",2684,100,"READ","Pure U"
"w10052476","U","USM",15539,0,"READ","Pure U"
"w10064255","U","USM",8988,0,"READ","Pure U"
"w10081238_kdg","U","USM",7212,0,"READ","Pure U"
"w10082046","U","USM",1141,0,"READ","Pure U"
"w10086368_DNAW","U","USM",99201,0,"READ","Pure U"
"w214163","U","USM",16014,0,"READ","Pure U"
"w217559","U","USM",4699,0,"READ","Pure U"
"w920605_ajd","U","USM",18817,100,"READ","Pure U"
"w959252","U","USM",1353,0,"READ","Pure U"
"w962535","U","USM",45954,100,"READ","Pure U"
"10070643","U","USM",3603,100,"READ","Pure U"
"10109468","U","USM",14321,0,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",6101,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",4432,100,"READ","Pure U"
"984021","U","USM",3276,0,"READ","Pure U"
"999552","U","USM",762,0,"READ","Pure U"
"w10000509_bb","U","USM",3098,0,"READ","Pure U"
"w10011351","U","USM",2862,100,"READ","Pure U"
"w10016360_akl","U","USM",1444,100,"READ","Pure U"
"w10020014_rhc","U","USM",2043,100,"READ","Pure U"
"w10052476","U","USM",6445,0,"READ","Pure U"
"w10064255","U","USM",3053,0,"READ","Pure U"
"w10081238_kdg","U","USM",3459,0,"READ","Pure U"
"w10082046","U","USM",3951,100,"READ","Pure U"
"w10086368_DNAW","U","USM",3880,0,"READ","Pure U"
"w214163","U","USM",5165,0,"READ","Pure U"
"w217559","U","USM",1820,100,"READ","Pure U"
"w217559","U","USM",20377,100,"READ","Pure U"
"w920605_ajd","U","USM",13686,0,"READ","Pure U"
"w959252","U","USM",2017,100,"READ","Pure U"
"w962535","U","USM",1665,0,"READ","Pure U"
"10070643","U","USM",19710,0,"READ","Pure U"
"10109468","U","USM",21125,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",5866,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",2559,0,"READ","Pure U"
"984021","U","USM",4314,100,"READ","Pure U"
"999552","U","USM",3617,0,"READ","Pure U"
"w10000509_bb","U","USM",3585,0,"READ","Pure U"
"w10000509_bb","U","USM",4414,0,"READ","Pure U"
"w10011351","U","USM",3065,100,"READ","Pure U"
"w10016360_akl","U","USM",2245,0,"READ","Pure U"
"w10020014_rhc","U","USM",2822,100,"READ","Pure U"
"w10052476","U","USM",7911,0,"READ","Pure U"
"w10064255","U","USM",3756,100,"READ","Pure U"
"w10081238_kdg","U","USM",5636,0,"READ","Pure U"
"w10082046","U","USM",1253,0,"READ","Pure U"
"w10086368_DNAW","U","USM",13541,0,"READ","Pure U"
"w214163","U","USM",3366,0,"READ","Pure U"
"w217559","U","USM",3513,0,"READ","Pure U"
"w920605_ajd","U","USM",3136,0,"READ","Pure U"
"w959252","U","USM",2518,0,"READ","Pure U"
"w962535","U","USM",3774,0,"READ","Pure U"
"10070643","U","USM",2838,0,"READ","Pure U"
"10109468","U","USM",24630,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",2785,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",3123,0,"READ","Pure U"
"984021","U","USM",1072,0,"READ","Pure U"
"999552","U","USM",1421,0,"READ","Pure U"
"w10000509_bb","U","USM",10766,0,"READ","Pure U"
"w10011351","U","USM",20407,0,"READ","Pure U"
"w10016360_akl","U","USM",2394,0,"READ","Pure U"
"w10020014_rhc","U","USM",1189,0,"READ","Pure U"
"w10052476","U","USM",5255,0,"READ","Pure U"
"w10064255","U","USM",7607,0,"READ","Pure U"
"w10081238_kdg","U","USM",7199,0,"READ","Pure U"
"w10082046","U","USM",4276,0,"READ","Pure U"
"w10086368_DNAW","U","USM",3948,100,"READ","Pure U"
"w10086368_DNAW","U","USM",3846,100,"READ","Pure U"
"w214163","U","USM",7574,0,"READ","Pure U"
"w217559","U","USM",3391,0,"READ","Pure U"
"w920605_ajd","U","USM",8207,0,"READ","Pure U"
"w959252","U","USM",3805,0,"READ","Pure U"
"w962535","U","USM",12576,0,"READ","Pure U"
"10070643","U","USM",3490,0,"READ","Pure U"
"10109468","U","USM",7792,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",9565,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",8274,0,"READ","Pure U"
"984021","U","USM",1363,0,"READ","Pure U"
"999552","U","USM",5191,100,"READ","Pure U"
"w10000509_bb","U","USM",2073,0,"READ","Pure U"
"w10011351","U","USM",4080,0,"READ","Pure U"
"w10016360_akl","U","USM",1667,0,"READ","Pure U"
"w10020014_rhc","U","USM",6608,100,"READ","Pure U"
"w10052476","U","USM",75058,0,"READ","Pure U"
"w10064255","U","USM",14829,0,"READ","Pure U"
"w10081238_kdg","U","USM",5481,0,"READ","Pure U"
"w10082046","U","USM",3865,100,"READ","Pure U"
"w10086368_DNAW","U","USM",5499,0,"READ","Pure U"
"w214163","U","USM",3629,0,"READ","Pure U"
"w217559","U","USM",5140,0,"READ","Pure U"
"w920605_ajd","U","USM",9726,0,"READ","Pure U"
"w959252","U","USM",3239,0,"READ","Pure U"
"w962535","U","USM",138809,100,"READ","Pure U"
"10070643","U","USM",2453,0,"READ","Pure U"
"10109468","U","USM",5125,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",9358,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",2342,0,"READ","Pure U"
"984021","U","USM",1132,0,"READ","Pure U"
"999552","U","USM",3759,100,"READ","Pure U"
"w10000509_bb","U","USM",3171,0,"READ","Pure U"
"w10011351","U","USM",12328,0,"READ","Pure U"
"w10016360_akl","U","USM",6339,0,"READ","Pure U"
"w10020014_rhc","U","USM",18418,0,"READ","Pure U"
"w10052476","U","USM",5336,100,"READ","Pure U"
"w10064255","U","USM",4440,0,"READ","Pure U"
"w10081238_kdg","U","USM",8888,0,"READ","Pure U"
"w10082046","U","USM",1925,0,"READ","Pure U"
"w10086368_DNAW","U","USM",1665,0,"READ","Pure U"
"w214163","U","USM",4744,0,"READ","Pure U"
"w217559","U","USM",1535,0,"READ","Pure U"
"w920605_ajd","U","USM",2210,0,"READ","Pure U"
"w959252","U","USM",1515,100,"READ","Pure U"
"w962535","U","USM",61322,0,"READ","Pure U"
"10070643","U","USM",5347,100,"READ","Pure U"
"10109468","U","USM",8117,0,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",4290,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",3066,0,"READ","Pure U"
"984021","U","USM",1109,0,"READ","Pure U"
"999552","U","USM",1363,0,"READ","Pure U"
"w10000509_bb","U","USM",2885,0,"READ","Pure U"
"w10011351","U","USM",3617,0,"READ","Pure U"
"w10016360_akl","U","USM",2127,0,"READ","Pure U"
"w10020014_rhc","U","USM",5189,0,"READ","Pure U"
"w10052476","U","USM",4665,0,"READ","Pure U"
"w10064255","U","USM",2417,100,"READ","Pure U"
"w10081238_kdg","U","USM",14869,0,"READ","Pure U"
"w10082046","U","USM",1612,0,"READ","Pure U"
"w10086368_DNAW","U","USM",3333,0,"READ","Pure U"
"w214163","U","USM",2508,0,"READ","Pure U"
"w217559","U","USM",4895,0,"READ","Pure U"
"w920605_ajd","U","USM",4945,0,"READ","Pure U"
"w959252","U","USM",2446,0,"READ","Pure U"
"w962535","U","USM",2036,0,"READ","Pure U"
"10070643","U","USM",4997,0,"READ","Pure U"
"10070643","U","USM",4485,0,"READ","Pure U"
"10109468","U","USM",25870,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",6795,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",1641,0,"READ","Pure U"
"984021","U","USM",1921,0,"READ","Pure U"
"999552","U","USM",2879,0,"READ","Pure U"
"w10000509_bb","U","USM",4230,0,"READ","Pure U"
"w10011351","U","USM",17009,0,"READ","Pure U"
"w10016360_akl","U","USM",2287,0,"READ","Pure U"
"w10020014_rhc","U","USM",1855,0,"READ","Pure U"
"w10052476","U","USM",7827,0,"READ","Pure U"
"w10064255","U","USM",12410,0,"READ","Pure U"
"w10081238_kdg","U","USM",6028,0,"READ","Pure U"
"w10082046","U","USM",1932,0,"READ","Pure U"
"w10086368_DNAW","U","USM",3899,0,"READ","Pure U"
"w214163","U","USM",3246,0,"READ","Pure U"
"w217559","U","USM",8718,0,"READ","Pure U"
"w920605_ajd","U","USM",5944,0,"READ","Pure U"
"w959252","U","USM",1598,0,"READ","Pure U"
"w962535","U","USM",32082,0,"READ","Pure U"
"10070643","U","USM",2818,0,"READ","Pure U"
"10109468","U","USM",7866,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",5491,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",2348,0,"READ","Pure U"
"984021","U","USM",2060,0,"READ","Pure U"
"999552","U","USM",4060,100,"READ","Pure U"
"w10000509_bb","U","USM",4097,0,"READ","Pure U"
"w10011351","U","USM",2996,0,"READ","Pure U"
"w10016360_akl","U","USM",2976,0,"READ","Pure U"
"w10020014_rhc","U","USM",1968,100,"READ","Pure U"
"w10052476","U","USM",1677,0,"READ","Pure U"
"w10064255","U","USM",4010,0,"READ","Pure U"
"w10081238_kdg","U","USM",4447,0,"READ","Pure U"
"w10082046","U","USM",1570,0,"READ","Pure U"
"w10086368_DNAW","U","USM",2684,100,"READ","Pure U"
"w214163","U","USM",9843,100,"READ","Pure U"
"w217559","U","USM",3727,0,"READ","Pure U"
"w920605_ajd","U","USM",5324,0,"READ","Pure U"
"w959252","U","USM",2101,0,"READ","Pure U"
"w962535","U","USM",21558,0,"READ","Pure U"
"10070643","U","USM",2524,0,"READ","Pure U"
"10109468","U","USM",48735,0,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",5122,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",3567,0,"READ","Pure U"
"984021","U","USM",1047,0,"READ","Pure U"
"999552","U","USM",683,0,"READ","Pure U"
"w10000509_bb","U","USM",2418,0,"READ","Pure U"
"w10011351","U","USM",8945,0,"READ","Pure U"
"w10016360_akl","U","USM",2514,0,"READ","Pure U"
"w10020014_rhc","U","USM",3010,0,"READ","Pure U"
"w10052476","U","USM",3950,100,"READ","Pure U"
"w10064255","U","USM",2021,0,"READ","Pure U"
"w10081238_kdg","U","USM",7998,0,"READ","Pure U"
"w10082046","U","USM",10555,0,"READ","Pure U"
"w10086368_DNAW","U","USM",52698,0,"READ","Pure U"
"w214163","U","USM",5069,0,"READ","Pure U"
"w217559","U","USM",3167,0,"READ","Pure U"
"w920605_ajd","U","USM",3961,0,"READ","Pure U"
"w959252","U","USM",2058,100,"READ","Pure U"
"w962535","U","USM",132159,0,"READ","Pure U"
"10070643","U","USM",3903,0,"READ","Pure U"
"10109468","U","USM",13806,0,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",12133,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",4756,0,"READ","Pure U"
"984021","U","USM",2573,0,"READ","Pure U"
"999552","U","USM",1234,0,"READ","Pure U"
"w10000509_bb","U","USM",7221,0,"READ","Pure U"
"w10011351","U","USM",5316,0,"READ","Pure U"
"w10011351","U","USM",8249,0,"READ","Pure U"
"w10016360_akl","U","USM",2392,0,"READ","Pure U"
"w10020014_rhc","U","USM",2775,100,"READ","Pure U"
"w10052476","U","USM",2620,0,"READ","Pure U"
"w10064255","U","USM",11923,0,"READ","Pure U"
"w10081238_kdg","U","USM",3161,0,"READ","Pure U"
"w10082046","U","USM",6232,100,"READ","Pure U"
"w10086368_DNAW","U","USM",2927,0,"READ","Pure U"
"w214163","U","USM",7248,0,"READ","Pure U"
"w217559","U","USM",7062,0,"READ","Pure U"
"w920605_ajd","U","USM",22261,0,"READ","Pure U"
"w959252","U","USM",2448,100,"READ","Pure U"
"w962535","U","USM",3328,0,"READ","Pure U"
"w962535","U","USM",23446,100,"READ","Pure U"
"10070643","U","USM",2131,0,"READ","Pure U"
"10109468","U","USM",16883,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",6988,0,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",3060,0,"READ","Pure U"
"984021","U","USM",1226,0,"READ","Pure U"
"999552","U","USM",1328,0,"READ","Pure U"
"w10000509_bb","U","USM",4243,0,"READ","Pure U"
"w10011351","U","USM",10215,0,"READ","Pure U"
"w10016360_akl","U","USM",1502,0,"READ","Pure U"
"w10020014_rhc","U","USM",3153,0,"READ","Pure U"
"w10052476","U","USM",2474,0,"READ","Pure U"
"w10064255","U","USM",7578,0,"READ","Pure U"
"w10081238_kdg","U","USM",4422,0,"READ","Pure U"
"w10082046","U","USM",6909,0,"READ","Pure U"
"w10086368_DNAW","U","USM",4236,100,"READ","Pure U"
"w214163","U","USM",7844,0,"READ","Pure U"
"w217559","U","USM",3076,0,"READ","Pure U"
"w920605_ajd","U","USM",5767,0,"READ","Pure U"
"w959252","U","USM",5860,0,"READ","Pure U"
"w962535","U","USM",28011,0,"READ","Pure U"
"10070643","U","USM",3314,0,"READ","Pure U"
"10109468","U","USM",6563,100,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",5401,100,"READ","Pure U"
"5e80b7427567f07891655e7e","U","Prolific",3391,0,"READ","Pure U"
"984021","U","USM",2890,100,"READ","Pure U"
"999552","U","USM",4260,100,"READ","Pure U"
"w10000509_bb","U","USM",3057,100,"READ","Pure U"
"w10011351","U","USM",11232,0,"READ","Pure U"
"w10016360_akl","U","USM",2849,100,"READ","Pure U"
"w10020014_rhc","U","USM",2946,0,"READ","Pure U"
"w10052476","U","USM",3148,100,"READ","Pure U"
"w10064255","U","USM",2292,100,"READ","Pure U"
"w10081238_kdg","U","USM",12648,0,"READ","Pure U"
"w10082046","U","USM",4326,100,"READ","Pure U"
"w10086368_DNAW","U","USM",75588,0,"READ","Pure U"
"w214163","U","USM",7447,0,"READ","Pure U"
"w214163","U","USM",2479,100,"READ","Pure U"
"w217559","U","USM",2578,0,"READ","Pure U"
"w920605_ajd","U","USM",5475,100,"READ","Pure U"
"w959252","U","USM",1799,100,"READ","Pure U"
"w962535","U","USM",41910,100,"READ","Pure U"
"10070643","U","USM",3022,0,"READ","Pure U"
"10109468","U","USM",54238,0,"READ","Pure U"
"5a08ea4ab921bc0001e1c10a","U","Prolific",3955,100,"READ","Pure U"
