"id","Direction","Platform","Response.RT","Scored","Encoding","List_Type"
"6046c6a2e1974f13d5bb6470","U","Prolific",2196,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",32522,0,"Frequency","Mixed"
"984212","U","USM",7500,0,"Frequency","Mixed"
"988953","U","USM",2666,0,"Frequency","Mixed"
"992067","U","USM",7747,0,"Frequency","Mixed"
"w10016000","U","USM",1886,100,"Frequency","Mixed"
"w10019508ma","U","USM",2545,0,"Frequency","Mixed"
"w10033367_mel","U","USM",2787,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",4061,0,"Frequency","Mixed"
"w10043264","U","USM",2907,0,"Frequency","Mixed"
"w10043264","U","USM",2388,100,"Frequency","Mixed"
"w10048513sy","U","USM",3577,0,"Frequency","Mixed"
"w10060257","U","USM",11991,0,"Frequency","Mixed"
"w10066829","U","USM",1854,100,"Frequency","Mixed"
"w10104830_nn","U","USM",3797,100,"Frequency","Mixed"
"10022184","U","USM",7117,0,"Frequency","Mixed"
"10102869","U","USM",5470,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",3105,100,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",4465,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",6232,100,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",13125,100,"Frequency","Mixed"
"984212","U","USM",3775,0,"Frequency","Mixed"
"988953","U","USM",2382,0,"Frequency","Mixed"
"992067","U","USM",10162,0,"Frequency","Mixed"
"w10016000","U","USM",2407,0,"Frequency","Mixed"
"w10019508ma","U","USM",4256,0,"Frequency","Mixed"
"w10033367_mel","U","USM",5681,0,"Frequency","Mixed"
"w10033367_mel","U","USM",3064,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",15923,0,"Frequency","Mixed"
"w10043264","U","USM",3400,0,"Frequency","Mixed"
"w10048513sy","U","USM",2477,100,"Frequency","Mixed"
"w10060257","U","USM",3301,0,"Frequency","Mixed"
"w10066829","U","USM",1504,0,"Frequency","Mixed"
"w10104830_nn","U","USM",2268,0,"Frequency","Mixed"
"10022184","S","USM",8961,100,"Frequency","Mixed"
"10102869","S","USM",1827,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",1890,100,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",1373,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",3145,100,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",3933,100,"Frequency","Mixed"
"984212","S","USM",4579,100,"Frequency","Mixed"
"988953","S","USM",2108,100,"Frequency","Mixed"
"992067","S","USM",2555,100,"Frequency","Mixed"
"w10016000","S","USM",1997,100,"Frequency","Mixed"
"w10019508ma","S","USM",2860,100,"Frequency","Mixed"
"w10033367_mel","S","USM",4354,100,"Frequency","Mixed"
"w10040029_rpm","S","USM",3591,100,"Frequency","Mixed"
"w10043264","S","USM",1970,100,"Frequency","Mixed"
"w10048513sy","S","USM",1737,100,"Frequency","Mixed"
"w10060257","S","USM",7012,100,"Frequency","Mixed"
"w10066829","S","USM",3111,100,"Frequency","Mixed"
"w10104830_nn","S","USM",1761,100,"Frequency","Mixed"
"10022184","U","USM",8448,0,"Frequency","Mixed"
"10102869","U","USM",3227,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",5145,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",2101,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",1987,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",23499,0,"Frequency","Mixed"
"984212","U","USM",3692,0,"Frequency","Mixed"
"988953","U","USM",1652,0,"Frequency","Mixed"
"992067","U","USM",16224,0,"Frequency","Mixed"
"w10016000","U","USM",1282,0,"Frequency","Mixed"
"w10019508ma","U","USM",3937,0,"Frequency","Mixed"
"w10033367_mel","U","USM",6130,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",10289,0,"Frequency","Mixed"
"w10043264","U","USM",8160,0,"Frequency","Mixed"
"w10048513sy","U","USM",2420,0,"Frequency","Mixed"
"w10060257","U","USM",15509,0,"Frequency","Mixed"
"w10066829","U","USM",1949,0,"Frequency","Mixed"
"w10104830_nn","U","USM",3398,0,"Frequency","Mixed"
"10022184","U","USM",2497,0,"Frequency","Mixed"
"10102869","U","USM",6669,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",1467,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",3216,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",4414,100,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",5857,0,"Frequency","Mixed"
"984212","U","USM",5964,100,"Frequency","Mixed"
"988953","U","USM",1827,0,"Frequency","Mixed"
"992067","U","USM",11288,0,"Frequency","Mixed"
"w10016000","U","USM",1262,0,"Frequency","Mixed"
"w10019508ma","U","USM",2953,0,"Frequency","Mixed"
"w10033367_mel","U","USM",2830,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",4416,0,"Frequency","Mixed"
"w10043264","U","USM",2456,0,"Frequency","Mixed"
"w10048513sy","U","USM",7847,0,"Frequency","Mixed"
"w10060257","U","USM",4623,0,"Frequency","Mixed"
"w10066829","U","USM",2492,0,"Frequency","Mixed"
"w10066829","U","USM",3046,100,"Frequency","Mixed"
"w10104830_nn","U","USM",1641,0,"Frequency","Mixed"
"10022184","U","USM",8634,0,"Frequency","Mixed"
"10102869","U","USM",3424,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",1159,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",2242,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",9567,100,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",18933,0,"Frequency","Mixed"
"984212","U","USM",7849,0,"Frequency","Mixed"
"988953","U","USM",3800,0,"Frequency","Mixed"
"992067","U","USM",5218,0,"Frequency","Mixed"
"w10016000","U","USM",894,0,"Frequency","Mixed"
"w10019508ma","U","USM",6564,0,"Frequency","Mixed"
"w10033367_mel","U","USM",5535,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",5061,0,"Frequency","Mixed"
"w10043264","U","USM",2194,0,"Frequency","Mixed"
"w10048513sy","U","USM",5740,0,"Frequency","Mixed"
"w10060257","U","USM",8344,0,"Frequency","Mixed"
"w10066829","U","USM",2469,0,"Frequency","Mixed"
"w10104830_nn","U","USM",1358,0,"Frequency","Mixed"
"10022184","U","USM",5292,0,"Frequency","Mixed"
"10102869","U","USM",5584,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",1397,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",4073,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",5945,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",2377,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",10139,0,"Frequency","Mixed"
"984212","U","USM",3618,0,"Frequency","Mixed"
"988953","U","USM",2293,0,"Frequency","Mixed"
"992067","U","USM",29617,0,"Frequency","Mixed"
"w10016000","U","USM",1386,0,"Frequency","Mixed"
"w10016000","U","USM",7015,100,"Frequency","Mixed"
"w10019508ma","U","USM",4420,0,"Frequency","Mixed"
"w10033367_mel","U","USM",5497,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",1628,0,"Frequency","Mixed"
"w10043264","U","USM",3820,0,"Frequency","Mixed"
"w10048513sy","U","USM",3589,0,"Frequency","Mixed"
"w10060257","U","USM",22600,0,"Frequency","Mixed"
"w10066829","U","USM",1334,0,"Frequency","Mixed"
"w10104830_nn","U","USM",3272,0,"Frequency","Mixed"
"w10104830_nn","U","USM",1761,0,"Frequency","Mixed"
"10022184","U","USM",9584,0,"Frequency","Mixed"
"10102869","U","USM",3839,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",14574,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",6967,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",3437,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",4911,0,"Frequency","Mixed"
"984212","U","USM",6432,0,"Frequency","Mixed"
"988953","U","USM",4110,0,"Frequency","Mixed"
"992067","U","USM",4304,0,"Frequency","Mixed"
"w10016000","U","USM",2233,0,"Frequency","Mixed"
"w10019508ma","U","USM",17109,0,"Frequency","Mixed"
"w10033367_mel","U","USM",3483,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",5129,100,"Frequency","Mixed"
"w10043264","U","USM",5265,0,"Frequency","Mixed"
"w10048513sy","U","USM",4540,0,"Frequency","Mixed"
"w10060257","U","USM",7403,0,"Frequency","Mixed"
"w10066829","U","USM",2622,100,"Frequency","Mixed"
"w10104830_nn","U","USM",1415,0,"Frequency","Mixed"
"10022184","S","USM",4173,100,"Frequency","Mixed"
"10102869","S","USM",2018,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",4863,100,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",1348,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",1399,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",3564,100,"Frequency","Mixed"
"984212","S","USM",3470,100,"Frequency","Mixed"
"988953","S","USM",2907,100,"Frequency","Mixed"
"988953","S","USM",3340,100,"Frequency","Mixed"
"992067","S","USM",4271,100,"Frequency","Mixed"
"w10016000","S","USM",2246,0,"Frequency","Mixed"
"w10019508ma","S","USM",2288,100,"Frequency","Mixed"
"w10033367_mel","S","USM",2900,100,"Frequency","Mixed"
"w10040029_rpm","S","USM",3399,100,"Frequency","Mixed"
"w10043264","S","USM",1757,100,"Frequency","Mixed"
"w10048513sy","S","USM",1556,100,"Frequency","Mixed"
"w10060257","S","USM",4984,100,"Frequency","Mixed"
"w10066829","S","USM",2460,100,"Frequency","Mixed"
"w10104830_nn","S","USM",8443,0,"Frequency","Mixed"
"10022184","S","USM",3800,100,"Frequency","Mixed"
"10102869","S","USM",2671,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",5549,100,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",8852,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",3586,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",4100,100,"Frequency","Mixed"
"984212","S","USM",3129,100,"Frequency","Mixed"
"988953","S","USM",5856,0,"Frequency","Mixed"
"992067","S","USM",8348,0,"Frequency","Mixed"
"w10016000","S","USM",1765,100,"Frequency","Mixed"
"w10019508ma","S","USM",10655,100,"Frequency","Mixed"
"w10033367_mel","S","USM",4224,0,"Frequency","Mixed"
"w10040029_rpm","S","USM",4794,100,"Frequency","Mixed"
"w10043264","S","USM",3677,100,"Frequency","Mixed"
"w10048513sy","S","USM",2028,0,"Frequency","Mixed"
"w10060257","S","USM",5136,0,"Frequency","Mixed"
"w10066829","S","USM",3136,100,"Frequency","Mixed"
"w10104830_nn","S","USM",5060,0,"Frequency","Mixed"
"10022184","S","USM",4146,100,"Frequency","Mixed"
"10102869","S","USM",5392,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",3800,100,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",1994,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",3442,100,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",5227,100,"Frequency","Mixed"
"984212","S","USM",7081,100,"Frequency","Mixed"
"988953","S","USM",8036,0,"Frequency","Mixed"
"992067","S","USM",13122,0,"Frequency","Mixed"
"w10016000","S","USM",2808,100,"Frequency","Mixed"
"w10019508ma","S","USM",3501,0,"Frequency","Mixed"
"w10033367_mel","S","USM",5622,0,"Frequency","Mixed"
"w10040029_rpm","S","USM",4674,100,"Frequency","Mixed"
"w10043264","S","USM",2547,100,"Frequency","Mixed"
"w10048513sy","S","USM",2527,100,"Frequency","Mixed"
"w10060257","S","USM",21338,100,"Frequency","Mixed"
"w10066829","S","USM",3248,100,"Frequency","Mixed"
"w10104830_nn","S","USM",2295,100,"Frequency","Mixed"
"10022184","U","USM",7062,0,"Frequency","Mixed"
"10102869","U","USM",4021,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",2192,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",4231,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",1664,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",9615,0,"Frequency","Mixed"
"984212","U","USM",3308,0,"Frequency","Mixed"
"988953","U","USM",2684,0,"Frequency","Mixed"
"992067","U","USM",3830,0,"Frequency","Mixed"
"w10016000","U","USM",983,0,"Frequency","Mixed"
"w10019508ma","U","USM",5333,0,"Frequency","Mixed"
"w10033367_mel","U","USM",6370,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",4498,100,"Frequency","Mixed"
"w10040029_rpm","U","USM",5053,100,"Frequency","Mixed"
"w10043264","U","USM",2442,100,"Frequency","Mixed"
"w10048513sy","U","USM",2210,0,"Frequency","Mixed"
"w10060257","U","USM",5126,0,"Frequency","Mixed"
"w10066829","U","USM",1990,100,"Frequency","Mixed"
"w10104830_nn","U","USM",2350,0,"Frequency","Mixed"
"10022184","S","USM",7869,100,"Frequency","Mixed"
"10102869","S","USM",3042,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",2490,100,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",1276,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",1312,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",3740,100,"Frequency","Mixed"
"984212","S","USM",2853,100,"Frequency","Mixed"
"988953","S","USM",1606,100,"Frequency","Mixed"
"992067","S","USM",7384,100,"Frequency","Mixed"
"w10016000","S","USM",1602,100,"Frequency","Mixed"
"w10019508ma","S","USM",3412,100,"Frequency","Mixed"
"w10019508ma","S","USM",2602,100,"Frequency","Mixed"
"w10033367_mel","S","USM",2841,100,"Frequency","Mixed"
"w10040029_rpm","S","USM",4088,100,"Frequency","Mixed"
"w10043264","S","USM",2038,100,"Frequency","Mixed"
"w10048513sy","S","USM",1575,100,"Frequency","Mixed"
"w10060257","S","USM",3253,100,"Frequency","Mixed"
"w10066829","S","USM",1735,100,"Frequency","Mixed"
"w10104830_nn","S","USM",2674,100,"Frequency","Mixed"
"10022184","S","USM",4187,0,"Frequency","Mixed"
"10022184","S","USM",4588,100,"Frequency","Mixed"
"10102869","S","USM",11996,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",15888,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",1528,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",6421,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",13513,100,"Frequency","Mixed"
"984212","S","USM",2705,0,"Frequency","Mixed"
"988953","S","USM",3313,0,"Frequency","Mixed"
"992067","S","USM",7521,0,"Frequency","Mixed"
"w10016000","S","USM",2831,0,"Frequency","Mixed"
"w10019508ma","S","USM",4489,0,"Frequency","Mixed"
"w10033367_mel","S","USM",5360,0,"Frequency","Mixed"
"w10040029_rpm","S","USM",4509,100,"Frequency","Mixed"
"w10043264","S","USM",3161,100,"Frequency","Mixed"
"w10048513sy","S","USM",3974,100,"Frequency","Mixed"
"w10060257","S","USM",11202,100,"Frequency","Mixed"
"w10066829","S","USM",2145,100,"Frequency","Mixed"
"w10104830_nn","S","USM",5714,100,"Frequency","Mixed"
"10022184","U","USM",3214,0,"Frequency","Mixed"
"10102869","U","USM",3693,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",3178,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",4282,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",1625,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",7572,0,"Frequency","Mixed"
"984212","U","USM",8890,0,"Frequency","Mixed"
"988953","U","USM",1562,0,"Frequency","Mixed"
"992067","U","USM",31545,0,"Frequency","Mixed"
"w10016000","U","USM",1563,100,"Frequency","Mixed"
"w10019508ma","U","USM",3836,0,"Frequency","Mixed"
"w10033367_mel","U","USM",3590,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",6463,0,"Frequency","Mixed"
"w10043264","U","USM",3133,100,"Frequency","Mixed"
"w10048513sy","U","USM",2431,0,"Frequency","Mixed"
"w10060257","U","USM",1789,0,"Frequency","Mixed"
"w10066829","U","USM",2451,0,"Frequency","Mixed"
"w10104830_nn","U","USM",5907,0,"Frequency","Mixed"
"10022184","U","USM",4433,0,"Frequency","Mixed"
"10102869","U","USM",4068,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",3268,0,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",4276,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",4559,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",5341,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",8594,0,"Frequency","Mixed"
"984212","U","USM",2698,0,"Frequency","Mixed"
"988953","U","USM",3459,0,"Frequency","Mixed"
"992067","U","USM",8448,0,"Frequency","Mixed"
"w10016000","U","USM",2290,0,"Frequency","Mixed"
"w10019508ma","U","USM",3049,0,"Frequency","Mixed"
"w10033367_mel","U","USM",2812,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",5644,0,"Frequency","Mixed"
"w10043264","U","USM",3995,0,"Frequency","Mixed"
"w10048513sy","U","USM",2697,0,"Frequency","Mixed"
"w10060257","U","USM",5609,0,"Frequency","Mixed"
"w10066829","U","USM",3360,100,"Frequency","Mixed"
"w10104830_nn","U","USM",3679,0,"Frequency","Mixed"
"10022184","U","USM",2292,0,"Frequency","Mixed"
"10102869","U","USM",3236,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",2212,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",6286,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",8080,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",15408,0,"Frequency","Mixed"
"984212","U","USM",6992,0,"Frequency","Mixed"
"988953","U","USM",3205,0,"Frequency","Mixed"
"992067","U","USM",6542,0,"Frequency","Mixed"
"w10016000","U","USM",1137,0,"Frequency","Mixed"
"w10019508ma","U","USM",3733,0,"Frequency","Mixed"
"w10033367_mel","U","USM",3798,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",3044,0,"Frequency","Mixed"
"w10043264","U","USM",3015,100,"Frequency","Mixed"
"w10048513sy","U","USM",4188,0,"Frequency","Mixed"
"w10060257","U","USM",9921,0,"Frequency","Mixed"
"w10066829","U","USM",2433,100,"Frequency","Mixed"
"w10104830_nn","U","USM",2865,0,"Frequency","Mixed"
"10022184","U","USM",2163,0,"Frequency","Mixed"
"10102869","U","USM",7939,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",1189,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",6606,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",2372,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",6837,100,"Frequency","Mixed"
"984212","U","USM",3803,0,"Frequency","Mixed"
"988953","U","USM",2847,0,"Frequency","Mixed"
"992067","U","USM",9094,0,"Frequency","Mixed"
"w10016000","U","USM",1407,0,"Frequency","Mixed"
"w10019508ma","U","USM",11712,100,"Frequency","Mixed"
"w10033367_mel","U","USM",4793,0,"Frequency","Mixed"
"w10040029_rpm","U","USM",6421,0,"Frequency","Mixed"
"w10043264","U","USM",2934,100,"Frequency","Mixed"
"w10048513sy","U","USM",2064,100,"Frequency","Mixed"
"w10060257","U","USM",12951,0,"Frequency","Mixed"
"w10066829","U","USM",3833,100,"Frequency","Mixed"
"w10104830_nn","U","USM",2368,100,"Frequency","Mixed"
"10022184","S","USM",1939,0,"Frequency","Mixed"
"10102869","S","USM",2178,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",2971,100,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",1977,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",2855,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",7204,100,"Frequency","Mixed"
"984212","S","USM",3674,100,"Frequency","Mixed"
"988953","S","USM",2104,0,"Frequency","Mixed"
"992067","S","USM",10203,100,"Frequency","Mixed"
"w10016000","S","USM",4948,100,"Frequency","Mixed"
"w10019508ma","S","USM",3734,100,"Frequency","Mixed"
"w10033367_mel","S","USM",8155,100,"Frequency","Mixed"
"w10040029_rpm","S","USM",4721,100,"Frequency","Mixed"
"w10043264","S","USM",2681,100,"Frequency","Mixed"
"w10048513sy","S","USM",12250,100,"Frequency","Mixed"
"w10060257","S","USM",6513,100,"Frequency","Mixed"
"w10066829","S","USM",1860,0,"Frequency","Mixed"
"w10104830_nn","S","USM",8656,0,"Frequency","Mixed"
"10022184","U","USM",4812,100,"Frequency","Mixed"
"10102869","U","USM",5475,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","U","Prolific",1610,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","U","Prolific",7745,0,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","U","Prolific",9115,100,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",9459,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","U","Prolific",7876,0,"Frequency","Mixed"
"984212","U","USM",6951,100,"Frequency","Mixed"
"984212","U","USM",6196,0,"Frequency","Mixed"
"988953","U","USM",8616,0,"Frequency","Mixed"
"992067","U","USM",5382,100,"Frequency","Mixed"
"w10016000","U","USM",2913,100,"Frequency","Mixed"
"w10019508ma","U","USM",11775,0,"Frequency","Mixed"
"w10033367_mel","U","USM",10087,100,"Frequency","Mixed"
"w10040029_rpm","U","USM",2968,0,"Frequency","Mixed"
"w10043264","U","USM",2939,0,"Frequency","Mixed"
"w10048513sy","U","USM",55646,0,"Frequency","Mixed"
"w10060257","U","USM",4214,0,"Frequency","Mixed"
"w10066829","U","USM",1836,0,"Frequency","Mixed"
"w10104830_nn","U","USM",9435,100,"Frequency","Mixed"
"10022184","S","USM",4072,100,"Frequency","Mixed"
"10102869","S","USM",1725,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",1581,0,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",1235,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",3673,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",3258,100,"Frequency","Mixed"
"984212","S","USM",3240,100,"Frequency","Mixed"
"988953","S","USM",1338,100,"Frequency","Mixed"
"992067","S","USM",1546,100,"Frequency","Mixed"
"w10016000","S","USM",1264,100,"Frequency","Mixed"
"w10019508ma","S","USM",3891,100,"Frequency","Mixed"
"w10033367_mel","S","USM",3047,100,"Frequency","Mixed"
"w10040029_rpm","S","USM",3689,100,"Frequency","Mixed"
"w10043264","S","USM",1682,100,"Frequency","Mixed"
"w10048513sy","S","USM",1449,100,"Frequency","Mixed"
"w10060257","S","USM",8093,100,"Frequency","Mixed"
"w10060257","S","USM",3870,100,"Frequency","Mixed"
"w10066829","S","USM",1522,100,"Frequency","Mixed"
"w10104830_nn","S","USM",1567,100,"Frequency","Mixed"
"10022184","S","USM",4465,100,"Frequency","Mixed"
"10102869","S","USM",3321,100,"Frequency","Mixed"
"5eba75d1758c7a1cffb62685","S","Prolific",5135,100,"Frequency","Mixed"
"5ed6b2dd7478e0122030e7ff","S","Prolific",1825,100,"Frequency","Mixed"
"6046c6a2e1974f13d5bb6470","S","Prolific",10772,0,"Frequency","Mixed"
"611eeab62b4134c65210f278","S","Prolific",5413,100,"Frequency","Mixed"
"984212","S","USM",2885,100,"Frequency","Mixed"
"988953","S","USM",1617,100,"Frequency","Mixed"
"992067","S","USM",10077,0,"Frequency","Mixed"
"w10016000","S","USM",2440,100,"Frequency","Mixed"
"w10019508ma","S","USM",3498,100,"Frequency","Mixed"
"w10033367_mel","S","USM",4056,0,"Frequency","Mixed"
"w10040029_rpm","S","USM",5025,100,"Frequency","Mixed"
"w10043264","S","USM",2342,100,"Frequency","Mixed"
"w10048513sy","S","USM",5822,100,"Frequency","Mixed"
