"","id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Procedure.Shuffle.1","Response.RT"
"4751","10081497","cloth","cloth","1",1,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",4793
"4752","5ca27ccf9736bd00015f6ec8","top","cloth","0.4",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",4285
"4753","5d4ad0ffef19060018a973b9","yawn","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",3140
"4754","5e5137d5c20dd2166539ed00","cloth","cloth","1",1,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",8114
"4755","61280c26e1c6273040786bee","","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",2398
"4756","w10003302_MPR","","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",1196
"4757","w10004245","","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",2126
"4758","w10005410","","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",194
"4759","w10006900_vls","marks","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",2458
"4760","w10011550","","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",1886
"4761","w10012079","cloth","cloth","1",1,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",25450
"4762","w10030908_mob","cloth","cloth","1",1,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",3427
"4763","w10046516_ajl","noodle","cloth","0.5",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",6061
"4764","w10056406_ap","clothe","cloth","0.833333333333333",1,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",2689
"4765","w10076838mj","long","cloth","0.4",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",1683
"4766","w10084785_adb","cloth","cloth","1",1,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",3754
"4767","w10108610","morning","cloth","0.142857142857143",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",4679
"4768","w10132291","","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",3616
"4769","w975249","","cloth","0",0,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",1148
"4770","w976314_bas","cloth","cloth","1",1,6,"Read Pure U B","stretch","Study1","U","Study Phase","Recall1",17236
"4771","w976314_bas","cloth","cloth","1",1,6,"Read Pure U B","stretch","Study1","U","Study Phase2","Recall2",7044
"4772","10081238_kdg","owl","owl","1",1,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",7006
"4773","10081497","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",2982
"4774","5ca27ccf9736bd00015f6ec8","pay","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",2940
"4775","5d4ad0ffef19060018a973b9","wirk","owl","0.25",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",4847
"4776","5e5137d5c20dd2166539ed00","owl","owl","1",1,6,"Read Pure U B","tax","Study1","U","Study Phase","Recall1",17036
"4777","5e5137d5c20dd2166539ed00","owl","owl","1",1,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",5661
"4778","61280c26e1c6273040786bee","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",3910
"4779","w10003302_MPR","governemtn","owl","0.1",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",2612
"4780","w10004245","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",1165
"4781","w10005410","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",531
"4782","w10006900_vls","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",3198
"4783","w10011550","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",3192
"4784","w10012079","refund","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",3624
"4785","w10030908_mob","owl","owl","1",1,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",87556
"4786","w10046516_ajl","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",4571
"4787","w10056406_ap","owl","owl","1",1,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",4899
"4788","w10076838mj","income","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",8209
"4789","w10084785_adb","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",5512
"4790","w10108610","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",3971
"4791","w10132291","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",891
"4792","w975249","","owl","0",0,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",1065
"4793","w976314_bas","owl","owl","1",1,6,"Read Pure U B","tax","Study1","U","Study Phase2","Recall2",12751
"4794","10081238_kdg","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",2396
"4795","10081497","heat","morning","0",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",7465
"4796","5ca27ccf9736bd00015f6ec8","warm","morning","0.285714285714286",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",3739
"4797","5d4ad0ffef19060018a973b9","high","morning","0.285714285714286",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",4644
"4798","5e5137d5c20dd2166539ed00","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",8625
"4799","61280c26e1c6273040786bee","low","morning","0.142857142857143",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",6927
"4800","w10003302_MPR","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",1703
"4801","w10004245","weather","morning","0.142857142857143",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",2800
"4802","w10005410","","morning","0",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",689
"4803","w10006900_vls","","morning","0",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",1054
"4804","w10011550","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",6521
"4805","w10012079","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",4534
"4806","w10030908_mob","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",6335
"4807","w10046516_ajl","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",2110
"4808","w10056406_ap","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",2580
"4809","w10076838mj","degree","morning","0.285714285714286",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",3341
"4810","w10084785_adb","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",4589
"4811","w10108610","","morning","0",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",4325
"4812","w10132291","","morning","0",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",616
"4813","w975249","","morning","0",0,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",600
"4814","w976314_bas","morning","morning","1",1,6,"Read Pure U B","temperature","Study1","U","Study Phase2","Recall2",9587
"4815","10081238_kdg","hair ","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",5016
"4816","10081497","","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",3726
"4817","5ca27ccf9736bd00015f6ec8","cheese","contest","0.428571428571429",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",3899
"4818","5d4ad0ffef19060018a973b9","thin","contest","0.285714285714286",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",3155
"4819","5e5137d5c20dd2166539ed00","contest","contest","1",1,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",12664
"4820","61280c26e1c6273040786bee","","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",1271
"4821","w10003302_MPR","nick","contest","0.285714285714286",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",2115
"4822","w10004245","","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",2098
"4823","w10005410","","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",695
"4824","w10006900_vls","","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",2414
"4825","w10011550","competition","contest","0.363636363636364",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",5523
"4826","w10012079","brick","contest","0.142857142857143",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",4339
"4827","w10030908_mob","contest","contest","1",1,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",6465
"4828","w10046516_ajl","contest","contest","1",1,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",8912
"4829","w10056406_ap","contest","contest","1",1,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",6427
"4830","w10076838mj","big","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",5366
"4831","w10084785_adb","contest","contest","1",1,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",3995
"4832","w10108610","","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase","Recall1",780
"4833","w10108610","thin","contest","0.285714285714286",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",2946
"4834","w10132291","","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",2320
"4835","w975249","","contest","0",0,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",978
"4836","w976314_bas","contest","contest","1",1,6,"Read Pure U B","thick","Study1","U","Study Phase2","Recall2",6144
"4837","10081238_kdg","joy","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",2971
"4838","10081497","car","charm","0.6",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",3493
"4839","5ca27ccf9736bd00015f6ec8","drive","charm","0.2",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",6416
"4840","5d4ad0ffef19060018a973b9","cat","charm","0.4",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",2731
"4841","5e5137d5c20dd2166539ed00","charm","charm","1",1,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",7454
"4842","61280c26e1c6273040786bee","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",1412
"4843","w10003302_MPR","car","charm","0.6",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",1873
"4844","w10004245","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",848
"4845","w10005410","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",300
"4846","w10006900_vls","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase","Recall1",1916
"4847","w10006900_vls","l-something","charm","0.0909090909090909",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",7740
"4848","w10011550","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",1896
"4849","w10012079","charm","charm","1",1,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",4244
"4850","w10030908_mob","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",61478
"4851","w10046516_ajl","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",6440
"4852","w10056406_ap","charm","charm","1",1,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",3071
"4853","w10076838mj","car","charm","0.6",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",1783
"4854","w10084785_adb","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",8611
"4855","w10108610","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",6939
"4856","w10132291","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",577
"4857","w975249","","charm","0",0,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",1003
"4858","w976314_bas","charm","charm","1",1,6,"Read Pure U B","vehicle","Study1","U","Study Phase2","Recall2",5958
"4859","10081238_kdg","sign","sea","0.25",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",4339
"4860","10081497","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",3220
"4861","5ca27ccf9736bd00015f6ec8","easy","sea","0.75",1,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",3980
"4862","5d4ad0ffef19060018a973b9","caution","sea","0.142857142857143",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",4690
"4863","5e5137d5c20dd2166539ed00","sea","sea","1",1,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",5840
"4864","61280c26e1c6273040786bee","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",13370
"4865","w10003302_MPR","torn","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",1779
"4866","w10004245","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",2890
"4867","w10005410","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",136
"4868","w10006900_vls","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",1158
"4869","w10011550","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",6787
"4870","w10012079","you","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",3576
"4871","w10030908_mob","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",18599
"4872","w10046516_ajl","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",5274
"4873","w10056406_ap","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",4398
"4874","w10076838mj","alert","sea","0.4",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",5604
"4875","w10084785_adb","sea","sea","1",1,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",2739
"4876","w10108610","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",4787
"4877","w10132291","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",639
"4878","w975249","","sea","0",0,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",740
"4879","w976314_bas","sea","sea","1",1,6,"Read Pure U B","warn","Study1","U","Study Phase2","Recall2",15707
"4880","10011009","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",981
"4881","10085738","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",1092
"4882","10104845","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",1834
"4883","5e18762ae80b8e1495d584d7","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",6458
"4884","5e8f0692facc7d1c12b4c9a1","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",351
"4885","5ef0d9df2000e815edba6330","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",369
"4886","982121CC","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",935
"4887","986320","meeting","end","0.285714285714286",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",6674
"4888","W10005158","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",5639
"4889","w10013029","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",2614
"4890","w10019584","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",4091
"4891","w10035486_ams","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",1276
"4892","w10042031","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",3099
"4893","w10048816_met","adjust","end","0.166666666666667",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",3428
"4894","w10053586_akc","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",8455
"4895","w10059972","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",3539
"4896","w10064704_krj","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",1428
"4897","w10086173","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",2308
"4898","w10099591_nj","court","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",5601
"4899","w214345","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",927
"4900","w970595","","end","0",0,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",1053
"4901","w993514_dss","end","end","1",1,1,"Read Mixed A","adjourn","Study2","F","Study Phase2","Recall2",1600
"4902","10011009","","love","0",0,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",826
"4903","10085738","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",2115
"4904","10104845","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",2162
"4905","5e18762ae80b8e1495d584d7","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",5227
"4906","5e8f0692facc7d1c12b4c9a1","","love","0",0,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",1712
"4907","5ef0d9df2000e815edba6330","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",10260
"4908","982121CC","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",5586
"4909","986320","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",2129
"4910","W10005158","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",3127
"4911","w10013029","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",3152
"4912","w10019584","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",6793
"4913","w10035486_ams","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",1772
"4914","w10042031","","love","0",0,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",1440
"4915","w10053586_akc","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",4057
"4916","w10059972","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",4466
"4917","w10064704_krj","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",1763
"4918","w10064704_krj","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",4495
"4919","w214345","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",1556
"4920","w970595","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",6025
"4921","w993514_dss","love","love","1",1,1,"Read Mixed A","affection","Study2","F","Study Phase2","Recall2",2861
"4922","10011009","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",1118
"4923","10085738","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",897
"4924","10104845","two","ounce","0.2",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",6171
"4925","5e18762ae80b8e1495d584d7","ounce","ounce","1",1,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",5895
"4926","5e8f0692facc7d1c12b4c9a1","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",1685
"4927","5ef0d9df2000e815edba6330","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",634
"4928","982121CC","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",863
"4929","986320","ounce","ounce","1",1,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",6725
"4930","W10005158","happy","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",7933
"4931","w10013029","ounce","ounce","1",1,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",3725
"4932","w10019584","two","ounce","0.2",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",17738
"4933","w10035486_ams","pair","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",14269
"4934","w10035486_ams","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",2870
"4935","w10042031","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",882
"4936","w10048816_met","seat","ounce","0.2",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",4393
"4937","w10059972","tie","ounce","0.2",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",6444
"4938","w10059972","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",4679
"4939","w10064704_krj","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",72410
"4940","w10086173","awake","ounce","0.2",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",8400
"4941","w10099591_nj","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",1659
"4942","w214345","","ounce","0",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",3743
"4943","w970595","two","ounce","0.2",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",4006
"4944","w993514_dss","together","ounce","0.25",0,1,"Read Mixed A","both","Study2","U","Study Phase2","Recall2",3175
"4945","10011009","","plant","0",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",851
"4946","10085738","flower","plant","0.166666666666667",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",4090
"4947","10104845","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",2120
"4948","5e18762ae80b8e1495d584d7","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",6609
"4949","5e8f0692facc7d1c12b4c9a1","","plant","0",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",1573
"4950","5ef0d9df2000e815edba6330","","plant","0",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",790
"4951","982121CC","","plant","0",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",2942
"4952","986320","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",9730
"4953","986320","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",3247
"4954","W10005158","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",3332
"4955","w10013029","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",4572
"4956","w10019584","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",4977
"4957","w10035486_ams","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",2530
"4958","w10042031","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",4293
"4959","w10048816_met","","plant","0",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",1676
"4960","w10053586_akc","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",8773
"4961","w10059972","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",3289
"4962","w10064704_krj","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",1958
"4963","w10086173","flower","plant","0.166666666666667",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",2945
"4964","w10099591_nj","","plant","0",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",3338
"4965","w214345","fern ","plant","0.2",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",4233
"4966","w970595","plant","plant","1",1,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",3909
"4967","w993514_dss","sharp","plant","0.4",0,1,"Read Mixed A","cactus","Study2","F","Study Phase2","Recall2",5284
"4968","10011009","bake","clothes","0.142857142857143",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",5892
"4969","10104845","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",7105
"4970","5e18762ae80b8e1495d584d7","clothes","clothes","1",1,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",6708
"4971","5e8f0692facc7d1c12b4c9a1","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",1854
"4972","5ef0d9df2000e815edba6330","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",84
"4973","982121CC","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",1764
"4974","986320","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",207994
"4975","W10005158","smash","clothes","0.285714285714286",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",4219
"4976","w10013029","shirt","clothes","0.428571428571429",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",5861
"4977","w10019584","clothes","clothes","1",1,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",3098
"4978","w10035486_ams","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",3586
"4979","w10042031","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",2791
"4980","w10048816_met","fuzzy","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",3818
"4981","w10053586_akc","clothes","clothes","1",1,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",26482
"4982","w10059972","cut","clothes","0.285714285714286",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",3931
"4983","w10064704_krj","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",223864
"4984","w10086173","baker","clothes","0.142857142857143",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",5295
"4985","w10099591_nj","","clothes","0",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",1157
"4986","w214345","eat","clothes","0.285714285714286",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",2656
"4987","w970595","bake","clothes","0.142857142857143",0,1,"Read Mixed A","cake","Study2","U","Study Phase2","Recall2",2518
"4988","10011009","fruit","red","0.2",0,1,"Read Mixed A","cherry","Study2","F","Study Phase2","Recall2",3883
"4989","10085738","","red","0",0,1,"Read Mixed A","cherry","Study2","F","Study Phase2","Recall2",787
"4990","10104845","red","red","1",1,1,"Read Mixed A","cherry","Study2","F","Study Phase2","Recall2",1652
"4991","5e18762ae80b8e1495d584d7","red","red","1",1,1,"Read Mixed A","cherry","Study2","F","Study Phase2","Recall2",6073
"4992","5e8f0692facc7d1c12b4c9a1","","red","0",0,1,"Read Mixed A","cherry","Study2","F","Study Phase2","Recall2",6729
